year,site_type,gross_internal_floor_area_m2,site_heated_volume_m3,not_functionally_suitable_occupied_floor_area_pct,gas_consumed_kwh,water_volume_including_borehole_m3,steam_consumed_kwh,hot_water_consumed_kwh,led_lighting_coverage_pct,oil_led_heating_sources_no,overheating_occurrences_triggering_a_risk_assessment_no,flood_occurrences_triggering_a_risk_assessment_no,total_backlog_cost_gbp,age_vulnerability_score,latitude,longitude,not_functionally_suitable_occupied_floor_area_pct_missing,gas_consumed_kwh_missing,water_volume_including_borehole_m3_missing,steam_consumed_kwh_missing,hot_water_consumed_kwh_missing,led_lighting_coverage_pct_missing,oil_led_heating_sources_no_missing,overheating_occurrences_triggering_a_risk_assessment_no_missing,gross_internal_floor_area_m2_missing,site_heated_volume_m3_missing,log_backlog_cost
22_23,Mental Health (including Specialist services),49702.0,160004.0,0.55,9600528.0,83948.0,0.0,0.0,90.0,2.0,0.0,0,3417199.0,8.669,51.3703,-0.7922,0,0,0,0,0,0,0,0,0,0,15.0443320602596
22_23,Mental Health (including Specialist services),1939.0,5041.0,0.0,379646.0,72.0,0.0,0.0,20.0,0.0,0.0,0,1278097.0,80.0,51.4954,-0.3763,0,0,0,0,0,0,0,0,0,0,14.060883593295797
22_23,Mental Health (including Specialist services),43768.0,95500.0,57.0,9069520.0,72244.0,0.0,0.0,50.0,0.0,0.0,0,22979611.0,64.53999999999999,51.509,-0.3713,0,0,0,0,0,0,0,0,0,0,16.95011794599517
22_23,Mental Health (including Specialist services),529.0,1427.0,0.0,97182.0,944.0,0.0,0.0,20.0,0.0,0.0,0,214879.0,100.0,51.5118,-0.3358999999999999,0,0,0,0,0,0,0,0,0,0,12.277835011757064
22_23,Mental Health (including Specialist services),1442.0,3894.0,0.0,230986.0,890.0,0.0,0.0,50.0,0.0,0.0,0,244051.0,10.0,51.49248333333333,-0.2204,0,0,0,0,0,0,0,0,0,0,12.405136596323715
22_23,Mental Health (including Specialist services),5313.0,23571.0,0.0,1231055.0,8244.0,0.0,0.0,30.0,0.0,0.0,0,159622.0,20.0,51.49248333333333,-0.2204,0,0,0,0,0,0,0,0,0,0,11.980570063890646
22_23,Mental Health (including Specialist services),541.0,1622.0,0.0,63225.0,247.0,0.0,0.0,50.0,0.0,0.0,0,159622.0,100.0,51.49248333333333,-0.2204,0,0,0,0,0,0,0,0,0,0,11.980570063890646
22_23,Mental Health (including Specialist services),504.0,1360.0,0.0,52980.0,588.0,0.0,0.0,20.0,0.0,0.0,0,97384.0,100.0,51.49248333333333,-0.2204,0,0,0,0,0,0,0,0,0,0,11.486427473664
22_23,Mental Health (including Specialist services),3254.0,9761.0,0.0,335667.0,170.0,0.0,0.0,20.0,0.0,0.0,0,1212383.0,40.0,51.4954,-0.3763,0,0,0,0,0,0,0,0,0,0,14.008099227114005
22_23,Other Reportable Site,4809.0,16720.0,0.0,368506.0,321.0,0.0,0.0,25.0,0.0,6.0,0,1200198.0,62.5,51.509,-0.3713,0,0,0,0,0,0,0,0,0,0,13.997997934342735
22_23,Specialist hospital (acute only),36649.0,93673.0,6.0,18650748.0,50206.0,0.0,0.0,99.0,0.0,1.0,0,12717325.0,44.465,52.83394150943396,-3.1469735849056604,0,0,0,0,0,0,0,0,0,0,16.358475873651116
22_23,General acute hospital,144265.0,399824.0,12.0,57821902.0,573001.0,0.0,0.0,35.0,0.0,7.0,0,13414266.0,41.375,52.651114285714286,-2.101428571428571,0,0,0,0,0,0,0,0,0,0,16.411829400021034
22_23,Non inpatient,704.0,1685.0,0.0,194021.0,1777.0,0.0,0.0,5.0,0.0,0.0,1,87932.0,60.0,52.635,-2.1425,0,0,0,0,0,0,0,0,0,0,11.384330439839488
22_23,Non inpatient,601.0,1441.0,0.0,175135.0,296.0,0.0,0.0,5.0,0.0,0.0,0,450277.0,70.0,52.651114285714286,-2.101428571428571,0,0,0,0,0,0,0,0,0,0,13.017620448778144
22_23,Community hospital (with inpatient beds),9411.0,22558.0,24.0,1491562.0,8012.0,0.0,0.0,5.0,0.0,1.0,0,2550953.0,74.4,52.58135,-2.11545,0,0,0,0,0,0,0,0,0,0,14.75197796481711
22_23,Other Reportable Site,2823.0,9816.0,0.0,540632.0,10896.0,0.0,0.0,5.0,0.0,0.0,0,19883869.0,49.0,52.651114285714286,-2.101428571428571,0,0,0,0,0,0,0,0,0,0,16.805419408255393
22_23,General acute hospital,23192.0,41500.0,0.03,6515595.0,25611.0,0.0,0.0,15.0,0.0,2.0,0,1738289.0,20.0,52.682460000000006,-2.02148,0,0,0,0,0,0,0,0,0,0,14.368412429346147
22_23,Non inpatient,1177.0,3427.0,0.0,170149.0,2067.0,0.0,0.0,0.0,0.0,0.0,0,1725.0,90.0,52.08174186046512,-2.612990697674419,0,0,0,0,0,0,0,0,0,0,7.453561871643373
22_23,General acute hospital,49236.0,116328.0,0.0,16454214.0,83293.0,0.0,0.0,90.0,0.0,9.0,0,3678756.0,34.0,52.08174186046512,-2.612990697674419,0,0,0,0,0,0,0,0,0,0,15.118085481348261
22_23,Community hospital (with inpatient beds),2028.0,4766.0,0.0,793030.0,3039.0,0.0,0.0,100.0,0.0,0.0,0,166810.0,40.0,52.19132,-2.54078,0,0,0,0,0,0,0,0,0,0,12.024616713974567
22_23,Community hospital (with inpatient beds),1931.0,4330.0,0.0,371129.0,1876.0,0.0,0.0,100.0,0.0,0.0,0,337541.0,46.0,52.215596363636365,-2.6785654545454545,0,0,0,0,0,0,0,0,0,0,12.7294452259966
22_23,Community hospital (with inpatient beds),2720.0,6200.0,0.0,524434.0,2300.0,0.0,0.0,100.0,0.0,0.0,0,175873.0,28.0,51.908220588235295,-2.5675235294117646,0,0,0,0,0,0,0,0,0,0,12.077523108544094
22_23,Non inpatient,1953.0,4813.0,0.0,378027.0,1146.5,0.0,0.0,0.0,0.0,0.0,0,76863.0,80.0,51.98334078947369,-2.796544736842105,0,0,1,0,0,0,0,0,0,0,11.249792905439655
22_23,Non inpatient,1175.0,2892.0,0.0,210643.0,388.0,0.0,0.0,100.0,0.0,0.0,0,46388.0,44.0,52.08174186046512,-2.612990697674419,0,0,0,0,0,0,0,0,0,0,10.74481764114354
22_23,Non inpatient,766.0,1751.0,0.0,61055.0,1024.0,0.0,0.0,100.0,0.0,0.0,0,58057.0,74.00000000000001,51.98334078947369,-2.796544736842105,0,0,0,0,0,0,0,0,0,0,10.96919778986164
22_23,Non inpatient,945.0,2132.0,0.0,106653.0,448.0,0.0,0.0,100.0,0.0,0.0,0,78085.0,40.0,52.08174186046512,-2.612990697674419,0,0,0,0,0,0,0,1,0,0,11.2655660623969
22_23,Other Reportable Site,1614.0,3939.0,0.0,156750.0,385.0,0.0,0.0,0.0,0.0,0.0,0,5716.0,39.1,52.08174186046512,-2.612990697674419,0,0,0,0,0,0,0,0,0,0,8.651199471263972
22_23,Non inpatient,1370.0,3186.0,0.0,90464.0,334.0,0.0,0.0,0.0,0.0,0.0,0,2008.0,100.0,52.08174186046512,-2.612990697674419,0,0,0,0,0,0,0,0,0,0,7.605392364814935
22_23,General acute hospital,53550.0,96449.0,58.17,26993937.0,85496.0,0.0,0.0,95.0,0.0,3.0,0,16909903.0,46.227,52.531725,-1.5322000000000002,0,0,0,0,0,0,0,0,0,0,16.643410043744513
22_23,Other Reportable Site,3185.0,9554.0,0.0,369519.0,195.0,0.0,0.0,75.0,0.0,0.0,0,0.0,60.0,52.531725,-1.5322000000000002,0,0,0,0,0,0,0,0,0,0,0.0
22_23,Mental Health (including Specialist services),1536.0,3072.0,0.0,102308.0,2064.0,0.0,0.0,55.0,0.0,0.0,0,239969.0,20.0,53.033325,-2.141675,0,0,0,0,0,0,0,0,0,0,12.388269194510977
22_23,Mental Health (including Specialist services),863.0,1726.0,0.0,222232.0,9386.0,0.0,0.0,85.0,0.0,0.0,0,90479.0,20.0,53.0249,-2.1739,0,0,0,0,0,0,0,0,0,0,11.412884110790001
22_23,Mental Health and Learning Disabilities,1179.0,3100.0,0.0,257737.0,744.0,0.0,0.0,65.0,0.0,0.0,0,113148.0,40.0,53.00718,-2.253533333333333,0,0,0,0,0,0,0,0,0,0,11.636460813196734
22_23,Mental Health (including Specialist services),902.0,2218.0,0.0,175140.0,549.0,0.0,0.0,45.0,0.0,0.0,0,109006.0,40.0,52.98330000000001,-2.1333,0,0,0,0,0,0,0,0,0,0,11.599167379332739
22_23,Mental Health (including Specialist services),913.0,1826.0,0.0,243494.0,0.0,0.0,0.0,15.0,0.0,0.0,0,230022.0,40.0,53.00718,-2.253533333333333,0,0,0,0,0,0,0,0,0,0,12.345934582905667
22_23,Learning Disabilities,630.0,1630.0,0.0,79798.0,797.0,0.0,0.0,55.0,0.0,0.0,0,422431.0,20.0,52.99088571428571,-2.1802,0,0,0,0,0,0,0,0,0,0,12.953783766080486
22_23,Mental Health (including Specialist services),788.0,1576.0,0.0,139697.0,11.0,0.0,0.0,25.0,0.0,0.0,0,269970.0,20.0,53.10931428571429,-1.9896,0,0,0,0,0,0,0,0,0,0,12.506069824804516
22_23,Mental Health (including Specialist services),1316.0,2647.0,0.0,337429.0,1025.0,0.0,0.0,65.0,0.0,0.0,0,187492.0,20.0,52.99088571428571,-2.1802,0,0,0,0,0,0,0,0,0,0,12.141496790362362
22_23,Mental Health (including Specialist services),905.0,2279.0,0.0,287527.0,1997.0,0.0,0.0,55.0,0.0,0.0,0,386269.0,20.0,53.059133333333335,-2.1827166666666664,0,0,0,0,0,0,0,0,0,0,12.864291885788832
22_23,Mental Health (including Specialist services),845.0,1689.0,0.0,57901.0,46.0,0.0,0.0,0.0,0.0,0.0,0,13835.0,20.0,53.0249,-2.1739,0,0,0,0,0,0,0,0,0,0,9.53502917005706
22_23,Other Reportable Site,2437.0,4874.0,0.0,215590.0,1252.0,0.0,0.0,25.0,0.0,0.0,0,655236.0,57.5,53.033325,-2.141675,0,0,0,0,0,0,0,0,0,0,13.392752281233024
22_23,General acute hospital,114430.0,391912.0,0.0,39148948.0,188350.0,0.0,0.0,15.0,4.0,0.0,0,0.0,18.493,52.61646,1.24368,0,0,0,0,0,0,0,0,0,0,0.0
22_23,Non inpatient,2768.0,7474.0,0.0,383354.0,3490.0,0.0,0.0,0.0,0.0,0.0,0,59070.0,70.0,52.6271,1.3072,0,0,0,0,0,0,0,1,0,0,10.986495389225194
22_23,Non inpatient,2865.0,7735.0,0.0,889055.0,6207.0,0.0,0.0,0.0,0.0,0.0,0,328900.0,67.89999999999999,52.61646,1.24368,0,0,0,0,0,0,0,0,0,0,12.70351207261035
22_23,Non inpatient,4190.0,23080.0,0.0,695565.0,1113.0,0.0,0.0,95.0,0.0,0.0,0,543070.0,60.0,52.6388,1.2189,0,0,0,0,0,0,0,1,0,0,13.204995345432831
22_23,Non inpatient,3725.0,10060.0,0.0,2072839.0,6791.0,0.0,0.0,15.0,0.0,0.0,0,110770.0,30.7,52.9190625,1.31625,0,0,0,0,0,0,0,0,0,0,11.615220286185314
22_23,Non inpatient,4216.0,11267.0,0.0,103923.0,9250.0,0.0,0.0,75.0,0.0,0.0,0,87450.0,20.0,52.61646,1.24368,0,0,0,0,0,0,0,0,0,0,11.378833915487142
22_23,Other Reportable Site,1460.0,3667.0,0.0,65745.0,373.0,0.0,0.0,0.0,0.0,0.0,0,125928.0,47.492,52.61646,1.24368,0,0,0,0,0,0,0,0,0,0,11.743473535048805
22_23,General acute hospital,157818.0,278862.0,0.86,79990201.0,173398.0,0.0,0.0,80.0,0.0,6.0,0,5634545.0,45.983999999999995,53.4926,-2.2991,0,0,0,0,0,0,0,0,0,0,15.544427134330922
22_23,General acute hospital,55331.0,128482.0,3.0,14340583.0,46294.0,0.0,0.0,80.0,0.0,0.0,0,21455628.0,53.799,53.60243333333333,-2.298083333333333,0,0,0,0,0,0,0,0,0,0,16.881497593153505
22_23,General acute hospital,34194.0,73605.0,3.0,12598898.0,24696.0,0.0,0.0,80.0,0.0,0.0,0,9439747.0,50.434,53.64494444444445,-2.163222222222222,0,0,0,0,0,0,0,0,0,0,16.060439842850112
22_23,General acute hospital,95071.0,218787.0,6.0,27198580.0,266848.0,15139504.0,0.0,80.0,0.0,0.0,0,31604998.0,45.278000000000006,53.5405,-2.1183,0,0,0,0,0,0,0,0,0,0,17.268825862247972
22_23,Specialist hospital (acute only),1428.0,3478.0,0.0,478160.0,1747.0,0.0,0.0,80.0,0.0,0.0,0,697152.0,40.0,53.64494444444445,-2.163222222222222,0,0,0,0,0,0,0,0,0,0,13.454760177848506
22_23,Community hospital (with inpatient beds),2162.0,4877.0,0.0,425190.0,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,53.4926,-2.2991,0,0,0,0,0,0,0,0,0,0,0.0
22_23,General acute hospital,91668.0,239904.0,63.21,40522308.0,140117.0,12390242.0,0.0,80.0,0.0,93.0,1,79571118.0,51.918,53.54165,-2.3916500000000003,0,0,0,0,0,0,0,0,0,0,18.192161758343936
22_23,General acute hospital,80848.0,148390.0,5.0,21093335.0,146267.0,0.0,0.0,50.0,0.0,0.0,0,23564435.0,39.934,53.4941,-2.0866,0,0,0,0,0,0,0,0,0,0,16.975249184253425
22_23,Other Reportable Site,1114.0,2723.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,70.0,53.4941,-2.0866,0,0,0,0,0,0,0,0,0,0,0.0
22_23,Mental Health (including Specialist services),29610.0,51464.0,20.53,4831176.0,26434.0,0.0,0.0,100.0,0.0,0.0,0,15098027.0,55.0,52.66225,1.27955,0,0,0,0,0,0,0,0,0,0,16.53007469723026
22_23,Mental Health (including Specialist services),10707.0,24626.0,20.39,1759719.0,3019.0,0.0,0.0,100.0,0.0,0.0,0,278081.0,43.0,52.62865,1.28955,0,0,0,0,0,0,0,0,0,0,12.535671313208214
22_23,Mental Health (including Specialist services),7899.0,12668.0,12.4,1051785.0,3019.0,0.0,0.0,100.0,0.0,0.0,0,5578440.0,58.155,52.629975,1.721625,0,0,0,0,0,0,0,0,0,0,15.534419904639643
22_23,Mental Health (including Specialist services),4992.0,10805.0,6.94,846125.0,3788.0,0.0,0.0,100.0,0.0,0.0,0,10059.0,40.0,52.64305,1.3373,0,0,0,0,0,0,0,0,0,0,9.21632244365373
22_23,Mental Health (including Specialist services),6329.0,12642.0,10.99,1584780.0,1075.0,0.0,0.0,100.0,0.0,0.0,0,95000.0,32.5,52.439275,1.7061875,0,0,0,0,0,0,0,0,0,0,11.461642696843066
22_23,Mental Health (including Specialist services),510.0,1090.0,0.0,77245.0,187.0,0.0,0.0,100.0,0.0,0.0,0,3424.0,100.0,52.50262222222222,1.7061666666666666,0,0,0,0,0,0,0,0,0,0,8.138856750696325
22_23,Mental Health (including Specialist services),1639.0,3321.0,0.0,281126.0,1245.0,0.0,0.0,100.0,0.0,0.0,0,96501.0,70.0,52.6271,1.3072,0,0,0,0,0,0,0,0,0,0,11.47731901250091
22_23,Mental Health (including Specialist services),856.0,1741.0,0.0,186318.0,226.0,0.0,0.0,100.0,0.0,0.0,0,26817.0,40.0,52.62865,1.28955,0,0,0,0,0,0,0,0,0,0,10.196828582839588
22_23,Mental Health (including Specialist services),1278.0,2635.0,0.0,0.0,595.0,0.0,0.0,100.0,0.0,0.0,0,5000.0,10.0,52.57489230769231,1.0953538461538463,0,0,0,0,0,0,0,0,0,0,8.517393171418904
22_23,Mental Health (including Specialist services),565.0,1247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,81813.0,40.0,52.20595,0.4459611111111111,0,0,0,0,0,0,0,0,0,0,11.312203657090748
22_23,Mental Health (including Specialist services),2365.0,4932.0,0.0,115294.0,344.0,0.0,0.0,100.0,0.0,0.0,0,348490.0,60.0,52.071275,1.1444,0,0,0,0,0,0,0,0,0,0,12.761367683885114
22_23,Mental Health (including Specialist services),523.0,1148.0,0.0,40724.0,35.0,0.0,0.0,100.0,0.0,0.0,0,39317.0,10.0,52.184000000000005,1.3170071428571428,0,0,0,0,0,0,0,0,0,0,10.579437708267552
22_23,Mental Health (including Specialist services),5472.0,11830.0,0.0,0.0,13943.0,3046707.0,0.0,100.0,0.0,1.0,0,6300.0,10.0,52.0592,1.1555,0,0,0,0,0,0,0,0,0,0,8.748463629942055
22_23,Mental Health (including Specialist services),6187.0,11830.0,0.0,1122715.0,3240.0,0.0,0.0,100.0,0.0,0.0,0,969319.0,44.0,52.248149999999995,0.6889,0,0,0,0,0,0,0,0,0,0,13.78435007371465
22_23,Mental Health (including Specialist services),968.0,1916.0,0.0,304195.0,1563.0,0.0,0.0,100.0,0.0,0.0,0,4500.0,10.0,52.0417,1.1866,0,0,0,0,0,0,0,0,0,0,8.412054873292933
22_23,Other Reportable Site,7055.0,9561.0,9.48,1316953.0,563.0,0.0,0.0,100.0,0.0,0.0,0,2042022.0,46.48,52.66225,1.27955,0,0,0,0,0,0,0,0,0,0,14.529451541110504
22_23,Mental Health (including Specialist services),973.0,1991.0,0.0,108049.0,0.0,0.0,0.0,100.0,0.0,0.0,0,132595.0,40.0,52.22075,1.0653,0,0,0,0,0,0,0,0,0,0,11.79506219036638
22_23,Mental Health (including Specialist services),827.0,1698.0,0.0,103049.0,226.0,0.0,0.0,100.0,1.0,0.0,0,0.0,29.935,52.0417,1.1866,0,0,0,0,0,0,0,0,0,0,0.0
22_23,Mental Health (including Specialist services),3880.0,8388.0,6.86,1113194.0,2137.0,0.0,0.0,100.0,0.0,0.0,0,1241381.0,60.0,52.766575,0.420875,0,0,0,0,0,0,0,0,0,0,14.03173583309823
22_23,Non inpatient,750.0,1875.0,0.0,0.0,1659.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,51.5892,-1.7194,0,0,0,0,0,0,0,0,0,0,0.0
22_23,Non inpatient,956.0,2301.0,0.0,113668.0,407.0,0.0,0.0,20.0,0.0,0.0,0,155000.0,10.0,51.558,-1.7812,0,0,0,0,0,0,0,0,0,0,11.951186847493476
22_23,Non inpatient,904.0,2170.0,0.0,81236.0,576.0,0.0,0.0,20.0,0.0,0.0,0,15000.0,20.0,51.58286666666667,-1.7952333333333332,0,0,0,0,0,0,0,0,0,0,9.61587214452889
22_23,Non inpatient,1363.0,3373.0,0.0,0.0,1285.0,0.0,0.0,80.0,0.0,0.0,0,395665.0,20.0,51.5892,-1.7194,0,0,0,0,0,0,0,0,0,0,12.88832570000231
22_23,Community hospital (with inpatient beds),2544.0,5888.0,0.0,418138.0,4335.0,0.0,0.0,100.0,0.0,0.0,0,326000.0,20.0,51.5892,-1.7194,0,0,0,0,0,0,0,0,0,0,12.694655727828803
22_23,Non inpatient,1214.0,4856.0,0.0,0.0,1664.0,0.0,0.0,100.0,0.0,0.0,0,69000.0,10.0,51.558,-1.7812,0,0,0,0,0,0,0,0,0,0,11.141876276228
22_23,Other Reportable Site,1507.0,3116.0,0.0,54105.0,136.0,0.0,0.0,15.0,0.0,0.0,0,21000.0,37.562,51.5892,-1.7194,0,0,0,0,0,0,0,0,0,0,9.952325334619427
22_23,General acute hospital,64017.0,161131.0,70.0,20625347.0,111706.0,0.0,0.0,40.0,0.0,0.0,0,44443634.0,59.40999999999999,51.28745,-1.08155,0,0,0,0,0,0,0,0,0,0,17.609732315070186
22_23,General acute hospital,66551.0,122944.0,50.0,13469727.0,80022.0,0.0,0.0,25.0,0.0,0.0,0,39914076.0,46.55,51.0667,-1.3544333333333334,0,0,0,0,0,0,0,0,0,0,17.502239626655875
22_23,Community hospital (with inpatient beds),8092.0,21978.0,83.0,1824263.0,12322.0,0.0,0.0,20.0,0.0,0.0,0,11079470.0,44.84,51.2167,-1.49775,0,0,0,0,0,0,0,0,0,0,16.220604494461334
22_23,Other Reportable Site,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,65.2,51.42953333333333,0.2391,0,0,0,0,0,0,0,0,0,0,0.0
22_23,Non inpatient,950.0,4275.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,60.0,52.4976,-2.1689,0,0,0,0,0,0,0,1,0,0,0.0
22_23,Non inpatient,1425.0,6412.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,60.0,52.4976,-2.1689,0,0,0,0,0,0,0,0,0,0,0.0
22_23,Other Reportable Site,1296.0,3885.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,20.0,52.5,-2.0833,0,0,0,0,0,0,0,0,0,0,0.0
22_23,Non inpatient,585.0,1526.0,0.0,85942.0,209.0,0.0,0.0,20.0,0.0,0.0,0,144590.0,100.0,51.5462,-0.168075,0,0,0,0,0,0,0,0,0,0,11.88166434610587
22_23,Non inpatient,8928.0,19795.0,0.0,1220947.0,3273.0,0.0,0.0,65.0,0.0,0.0,1,8086817.0,70.0,51.5462,-0.168075,0,0,0,0,0,0,0,0,0,0,15.905745886569363
22_23,Other Reportable Site,749.0,1736.0,0.0,60939.0,295.0,0.0,0.0,10.0,0.0,0.0,0,0.0,90.001,51.5462,-0.168075,0,0,0,0,0,0,0,0,0,0,0.0
22_23,Non inpatient,600.0,1935.0,0.0,70446.0,340.0,0.0,0.0,20.0,0.0,0.0,0,163753.0,100.0,51.5462,-0.168075,0,0,0,0,0,0,0,0,0,0,12.006120580680069
22_23,Non inpatient,1373.0,3484.0,0.0,0.0,1146.5,0.0,0.0,0.0,0.0,0.0,0,0.0,20.0,54.89065,-2.92565,0,0,1,0,0,0,0,0,0,0,0.0
22_23,General acute hospital,58257.0,121820.0,10.0,13107092.0,90598.0,0.0,0.0,3.0,0.0,0.0,0,176000.0,30.0,54.869499999999995,-2.9516000000000004,0,0,0,0,0,0,0,0,0,0,12.07824495582233
22_23,Community hospital (with inpatient beds),2161.0,5396.0,2.54,676815.0,1281.0,0.0,0.0,88.0,0.0,0.0,0,115523.0,80.145,54.58924117647059,-3.1629470588235296,0,0,0,0,0,0,0,0,0,0,11.657233579565967
22_23,Community hospital (with inpatient beds),5927.0,14559.0,4.67,1051476.0,3018.0,0.0,0.0,100.0,0.0,0.0,0,1237674.0,66.709,54.62787027027027,-2.8327162162162165,0,0,0,0,0,0,0,0,0,0,14.028745177568359
22_23,Community hospital (with inpatient beds),1130.0,2756.0,0.0,352856.0,1191.0,0.0,0.0,100.0,0.0,0.0,0,62292.0,49.414,54.96665833333333,-2.7071083333333337,0,0,0,0,0,0,0,0,0,0,11.039604338912175
22_23,General acute hospital,49694.0,116766.0,41.88,10828858.0,44601.0,0.0,0.0,42.0,0.0,0.0,0,10459439.0,41.894,54.55781666666667,-3.5837,0,0,0,0,0,0,0,0,0,0,16.163015477882986
22_23,Non inpatient,1393.0,3535.0,0.0,296118.0,3726.0,0.0,0.0,0.0,0.0,0.0,0,20284.0,81.69999999999999,54.2129,-3.304775,0,0,0,0,0,0,0,0,0,0,9.917636975640548
22_23,Non inpatient,1552.0,3720.0,0.0,153740.0,1323.0,0.0,0.0,0.0,0.0,0.0,0,88160.0,40.0,54.90756666666667,-2.9407666666666668,0,0,0,0,0,0,0,0,0,0,11.386919967335114
22_23,Other Reportable Site,3493.0,8761.0,0.0,182006.0,454.0,0.0,0.0,83.0,0.0,0.0,0,90356.0,28.49,54.89065,-2.92565,0,0,0,0,0,0,0,0,0,0,11.411523769499581
22_23,Non inpatient,660.0,1676.0,0.0,195905.0,563.0,0.0,0.0,2.0,0.0,0.0,0,42566.0,72.745,54.798,-2.4146,0,0,0,0,0,0,0,0,0,0,10.658834584175423
22_23,Non inpatient,3162.0,8025.0,3.2,676641.0,923.0,0.0,0.0,3.0,0.0,0.0,0,512066.0,93.391,54.80357826086957,-3.161617391304348,0,0,0,0,0,0,0,0,0,0,13.146210754835304
22_23,General acute hospital,79533.0,178447.0,26.0,26210493.0,134000.0,0.0,0.0,10.0,0.0,0.0,0,40123966.0,53.248999999999995,52.407900000000005,-0.7116000000000001,0,0,0,0,0,0,0,0,0,0,17.50748439453477
22_23,General acute hospital,109291.0,325139.0,8.6,53407600.0,160137.0,0.0,0.0,55.0,0.0,0.0,0,36360535.0,54.111,52.25,-0.8833,0,0,0,0,0,0,0,0,0,0,17.408994568639045
22_23,Mental Health (including Specialist services),28942.0,72814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50000.0,62.5,51.6242,-0.7453,0,0,0,0,0,0,0,0,0,0,10.819798284210286
22_23,Mental Health (including Specialist services),22274.0,49058.0,0.0,3076240.0,16543.0,0.0,0.0,0.0,0.0,0.0,0,637136.0,18.6,51.723725,-1.224375,0,0,0,0,0,0,0,0,0,0,13.364739982073568
22_23,Mental Health (including Specialist services),16392.0,36868.0,70.0,1701293.0,20069.0,0.0,0.0,0.0,0.0,0.0,0,2045272.0,82.1,51.78040000000001,-1.2171666666666667,0,0,0,0,0,0,0,0,0,0,14.531041834881716
22_23,Mental Health (including Specialist services),2270.0,6480.0,0.0,653946.0,2448.0,0.0,0.0,0.0,0.0,0.0,0,282456.0,20.0,51.78040000000001,-1.2171666666666667,0,0,0,0,0,0,0,0,0,0,12.55128160559377
22_23,Mental Health (including Specialist services),658.0,2079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,40.0,51.723725,-1.224375,0,0,0,0,0,0,0,0,0,0,0.0
22_23,Mental Health and Learning Disabilities,2279.0,9335.0,0.0,2329968.0,1659.0,0.0,0.0,0.0,0.0,0.0,0,279900.0,38.5,52.0292,-0.7279,0,0,0,0,0,0,0,0,0,0,12.5421912482017
22_23,Mental Health (including Specialist services),2205.0,4946.0,0.0,317440.0,1029.0,0.0,0.0,0.0,0.0,0.0,0,465000.0,40.0,51.558,-1.7812,0,0,0,0,0,0,0,0,0,0,13.049794835104816
22_23,Mental Health (including Specialist services),2166.0,6353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,40.0,51.9,-1.1536,0,0,0,0,0,0,0,0,0,0,0.0
22_23,Mental Health (including Specialist services),1148.0,2586.0,0.0,328809.0,816.0,0.0,0.0,0.0,0.0,0.0,0,78076.0,70.0,51.58721666666667,-1.2355166666666666,0,0,0,0,0,0,0,0,0,0,11.265450798217678
22_23,Mental Health (including Specialist services),2441.0,6591.0,0.0,782194.0,3097.0,0.0,0.0,0.0,0.0,0.0,0,20800.0,70.0,51.61514705882353,-1.1267411764705884,0,0,0,0,0,0,0,0,0,0,9.942756341456828
22_23,Mental Health (including Specialist services),2945.0,6645.0,0.0,758349.0,4305.0,0.0,0.0,0.0,0.0,0.0,0,4500.0,58.0,51.7836,-1.4854,0,0,0,0,0,0,0,0,0,0,8.412054873292933
22_23,Mental Health (including Specialist services),4286.0,9644.0,0.0,1022436.0,3550.0,0.0,0.0,0.0,0.0,0.0,0,384800.0,68.0,51.648575,-1.2559833333333332,0,0,0,0,0,0,0,0,0,0,12.860481596522911
22_23,Mental Health (including Specialist services),8109.0,5801.0,0.0,1050566.0,14702.0,0.0,0.0,0.0,0.0,0.0,0,979246.0,10.0,51.8167,-0.8146,0,0,0,0,0,0,0,0,0,0,13.794539187954326
22_23,Other Reportable Site,28942.0,72814.0,0.0,1205300.0,2218.0,0.0,0.0,0.0,0.0,0.0,0,837428.0,62.5,51.78040000000001,-1.2171666666666667,0,0,0,0,0,0,0,0,0,0,13.638091762968257
22_23,General acute hospital,93577.0,291294.0,31.15,34320571.0,77511.0,0.0,0.0,40.0,0.0,0.0,0,75253709.0,48.175,51.094766666666665,-1.8667555555555555,0,0,0,0,0,0,0,0,0,0,18.13637576270352
22_23,Non inpatient,2229.0,6242.0,0.0,25096.0,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,40.0,52.25,-0.8833,0,0,0,0,0,0,0,0,0,0,0.0
