year,site_type,gross_internal_floor_area_m2,site_heated_volume_m3,not_functionally_suitable_occupied_floor_area_pct,gas_consumed_kwh,water_volume_including_borehole_m3,steam_consumed_kwh,hot_water_consumed_kwh,led_lighting_coverage_pct,oil_led_heating_sources_no,overheating_occurrences_triggering_a_risk_assessment_no,flood_occurrences_triggering_a_risk_assessment_no,total_backlog_cost_gbp,age_vulnerability_score,latitude,longitude,not_functionally_suitable_occupied_floor_area_pct_missing,gas_consumed_kwh_missing,water_volume_including_borehole_m3_missing,steam_consumed_kwh_missing,hot_water_consumed_kwh_missing,led_lighting_coverage_pct_missing,oil_led_heating_sources_no_missing,overheating_occurrences_triggering_a_risk_assessment_no_missing,gross_internal_floor_area_m2_missing,site_heated_volume_m3_missing,log_backlog_cost
22_23,Other Reportable Site,1882.0,3740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10.0,54.5762,-1.2348,0,0,0,0,0,0,0,0,0,0,0.0
22_23,Non inpatient,3357.0,6370.0,0.0,877911.0,1548.0,0.0,0.0,90.0,0.0,0.0,0,354873.0,40.0,54.06833333333333,-2.8470333333333335,0,0,0,0,0,0,0,0,0,0,12.779518075877677
22_23,General acute hospital,56770.0,113157.0,10.8,20706334.0,80648.0,0.0,0.0,90.0,0.0,0.0,0,24470122.0,50.843999999999994,54.0316,-2.7915,0,0,0,0,0,0,0,0,0,0,17.01296346196936
22_23,General acute hospital,45376.0,108902.0,7.0,23802871.0,132231.0,0.0,0.0,90.0,0.0,0.0,0,19739384.0,34.22800000000001,54.11596666666667,-3.23425,0,0,0,0,0,0,0,0,0,0,16.798126436469083
22_23,General acute hospital,23824.0,52023.0,1.3,8212560.0,54487.0,0.0,0.0,90.0,0.0,0.0,0,9175483.0,38.953,54.32532,-2.74938,0,0,0,0,0,0,0,0,0,0,16.032045702557166
22_23,Community hospital (with inpatient beds),1500.0,4000.0,0.0,297851.0,696.0,0.0,0.0,50.0,0.0,0.0,0,457824.0,18.6,54.2129,-3.304775,0,0,0,0,0,0,0,0,0,0,13.03424229400915
22_23,Other Reportable Site,2103.0,5258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,830561.0,42.0,54.32532,-2.74938,0,0,0,0,0,0,0,0,0,0,13.629857859072027
22_23,Non inpatient,1815.0,3872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10.0,51.52988181818182,-0.1471818181818182,0,0,0,0,0,0,0,1,0,0,0.0
22_23,Non inpatient,1204.0,2518.0,0.0,230646.0,304.0,0.0,0.0,0.0,0.0,0.0,0,258504.0,100.0,51.5894,-0.25692,0,0,0,0,0,0,0,0,0,0,12.462670315103328
22_23,Mental Health (including Specialist services),7062.0,15375.0,0.0,1228922.0,21516.0,0.0,0.0,0.0,0.0,0.0,0,1607460.0,39.56,51.53758571428572,-0.2431214285714285,0,0,0,0,0,0,0,0,0,0,14.29016647352433
22_23,Mental Health (including Specialist services),12517.0,29472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2249749.0,100.0,51.523,-0.2188,0,0,0,0,0,0,0,0,0,0,14.626329656896194
22_23,Mental Health (including Specialist services),1821.0,2899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,282589.0,40.0,51.501125,-0.1985,0,0,0,0,0,0,0,0,0,0,12.5517523629023
22_23,Mental Health (including Specialist services),3835.0,8081.0,0.0,603198.0,0.0,0.0,0.0,100.0,0.0,0.0,0,820074.0,20.0,51.4876,-0.1694,0,0,0,0,0,0,0,0,0,0,13.617151078472547
22_23,Mental Health (including Specialist services),5912.0,13077.0,0.0,933081.0,2714.0,0.0,0.0,0.0,0.0,0.0,0,1350281.0,100.0,51.5085,-0.1257,0,0,0,0,0,0,0,0,0,0,14.115824017489254
22_23,Mental Health (including Specialist services),4277.0,8298.0,0.0,920280.0,12456.0,0.0,0.0,0.0,0.0,0.0,0,1185787.0,60.0,51.3305,-0.2701,0,0,0,0,0,0,0,0,0,0,13.98591809045382
22_23,Non inpatient,1444.0,3122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,66494.0,0.0,51.537866666666666,-0.4791333333333333,0,0,0,0,0,0,0,0,0,0,11.104882035847263
22_23,Non inpatient,1218.0,2633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,138046.0,0.0,51.54194444444445,-0.1931888888888888,0,0,0,0,0,0,0,1,0,0,11.835349485865382
22_23,Non inpatient,694.0,1504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,60.0,51.592725,-0.384425,0,0,0,0,0,0,0,0,0,0,0.0
22_23,Non inpatient,530.0,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10.0,51.5774,-0.33615,0,0,0,0,0,0,0,0,0,0,0.0
22_23,Mental Health (including Specialist services),1784.0,3882.0,0.0,338292.0,2121.0,0.0,0.0,0.0,0.0,0.0,0,387463.0,100.0,51.59148,-0.35392,0,0,0,0,0,0,0,0,0,0,12.86737822023396
22_23,Mental Health (including Specialist services),826.0,1820.0,0.0,181384.0,1355.0,0.0,0.0,0.0,0.0,0.0,0,142267.0,40.0,51.5774,-0.33615,0,0,0,0,0,0,0,0,0,0,11.865467881768936
22_23,Non inpatient,1235.0,2650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0,51.523,-0.2188,0,0,0,0,0,0,0,0,0,0,0.0
22_23,Mental Health (including Specialist services),3890.0,8410.0,0.0,698075.0,3670.0,0.0,0.0,100.0,0.0,0.0,0,903411.0,20.0,51.52442,-0.18458,0,0,0,0,0,0,0,0,0,0,13.713933985266955
22_23,Mental Health (including Specialist services),9592.0,24019.0,0.0,1969041.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1900327.0,40.0,51.537866666666666,-0.4791333333333333,0,0,0,0,0,0,0,0,0,0,14.4575370608165
22_23,Non inpatient,675.0,1384.0,0.0,69424.0,496.0,0.0,0.0,0.0,0.0,0.0,0,377060.0,100.0,51.537866666666666,-0.4791333333333333,0,0,0,0,0,0,0,0,0,0,12.840162257054867
22_23,Non inpatient,874.0,1859.0,0.0,94501.0,244.0,0.0,0.0,0.0,0.0,0.0,0,49546.0,100.0,51.537866666666666,-0.4791333333333333,0,0,0,0,0,0,0,0,0,0,10.81067699302108
22_23,Mental Health (including Specialist services),2675.0,5733.0,0.0,518738.0,1088.0,0.0,0.0,100.0,0.0,0.0,0,882746.0,40.0,51.5894,-0.25692,0,0,0,0,0,0,0,0,0,0,13.69079391531417
22_23,Non inpatient,1243.0,2691.0,0.0,80865.0,1050.0,0.0,0.0,0.0,0.0,0.0,0,394636.0,80.0,51.59936666666667,-0.3307333333333333,0,0,0,0,0,0,0,0,0,0,12.885721634013734
22_23,Mental Health (including Specialist services),1437.0,2953.0,0.0,391444.0,2412.0,0.0,0.0,0.0,0.0,0.0,0,316497.0,40.0,51.501125,-0.1985,0,0,0,0,0,0,0,0,0,0,12.665072201431078
22_23,Non inpatient,1641.0,3477.0,0.0,204244.0,621.0,0.0,0.0,5.0,0.0,0.0,0,274065.0,70.0,51.5649,-0.1351,0,0,0,0,0,0,0,0,0,0,12.521124232276671
22_23,Non inpatient,821.0,1776.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0,0.0,80.0,51.54194444444445,-0.1931888888888888,0,0,0,0,0,0,0,0,0,0,0.0
22_23,Non inpatient,828.0,1787.0,0.0,17845.0,0.0,0.0,0.0,0.0,0.0,0.0,0,218234.0,60.0,51.5517,-0.1413,0,0,0,0,0,0,0,0,0,0,12.293327742817599
22_23,Non inpatient,2909.0,6286.0,0.0,0.0,1295.0,0.0,0.0,0.0,0.0,0.0,0,1267940.0,40.0,51.5085,-0.1257,0,0,0,0,0,0,0,0,0,0,14.052904882928301
22_23,Non inpatient,622.0,1346.0,0.0,73225.0,177.0,0.0,0.0,0.0,0.0,0.0,0,270915.0,90.0,51.592725,-0.384425,0,0,0,0,0,0,0,0,0,0,12.509564088713717
22_23,Non inpatient,570.0,1183.0,0.0,100646.0,188.0,0.0,0.0,0.0,0.0,0.0,0,141666.0,100.0,51.5158,-0.4234,0,0,0,0,0,0,0,0,0,0,11.861234512176852
22_23,Non inpatient,847.0,1830.0,0.0,122833.0,580.0,0.0,0.0,0.0,0.0,0.0,0,475965.0,70.0,51.537866666666666,-0.4791333333333333,0,0,0,0,0,0,0,0,0,0,13.073101702090987
22_23,Non inpatient,1496.0,3064.0,0.0,63116.0,1781.0,0.0,0.0,0.0,0.0,0.0,0,0.0,40.0,51.5085,-0.1257,0,0,0,0,0,0,0,0,0,0,0.0
22_23,Other Reportable Site,11411.0,24670.0,0.0,630237.0,1957.0,0.0,0.0,0.0,0.0,72.0,28,1856807.0,61.676,51.52988181818182,-0.1471818181818182,0,0,0,0,0,0,0,0,0,0,14.434369442420804
22_23,Mental Health (including Specialist services),680.0,1572.0,0.0,0.0,1601.0,0.0,0.0,60.0,0.0,0.0,0,110260.0,20.0,51.474575,-0.090125,0,0,0,0,0,0,0,0,0,0,11.610605561574705
22_23,Mental Health (including Specialist services),535.0,1236.0,100.0,78482.0,126.0,0.0,0.0,5.0,0.0,0.0,0,239856.0,100.0,51.4643,-0.0119,0,0,0,0,0,0,0,0,0,0,12.387798191411573
22_23,Mental Health (including Specialist services),617.0,1426.0,0.0,131278.0,283.0,0.0,0.0,70.0,0.0,0.0,0,146493.0,70.0,51.3703,-0.060975,0,0,0,0,0,0,0,0,0,0,11.894739750969155
22_23,Mental Health (including Specialist services),521.0,1204.0,0.0,80660.0,181.0,0.0,0.0,10.0,0.0,0.0,0,322001.0,20.0,51.4037,0.0305,0,0,0,0,0,0,0,0,0,0,12.68231303568738
22_23,Mental Health (including Specialist services),810.0,1871.0,0.0,92227.0,1450.0,0.0,0.0,5.0,0.0,0.0,0,153608.0,70.0,51.49874615384616,-0.0930384615384615,0,0,0,0,0,0,0,0,0,0,11.942165691729162
22_23,Mental Health (including Specialist services),1114.0,264.0,0.0,28867.0,821.0,0.0,0.0,10.0,0.0,0.0,0,242349.0,60.0,51.3703,-0.060975,0,0,0,0,0,0,0,0,0,0,12.398138241273521
22_23,Non inpatient,3347.0,7732.0,0.0,374544.0,3744.0,0.0,0.0,10.0,0.0,0.0,0,521159.0,60.0,51.3703,-0.060975,0,0,0,0,0,0,0,0,0,0,13.163812375316867
22_23,Mental Health (including Specialist services),14898.0,35475.0,0.0,3859440.0,18910.0,0.0,0.0,80.0,0.0,0.0,0,2495887.0,36.343,51.474,-0.1168,0,0,0,0,0,0,0,0,0,0,14.730155135669815
22_23,Mental Health (including Specialist services),36636.0,82272.0,30.0,7131062.0,31296.0,0.0,0.0,95.0,0.0,0.0,0,41552999.0,83.61000000000001,51.474575,-0.090125,0,0,0,0,0,0,0,0,0,0,17.542480278825344
22_23,Mental Health (including Specialist services),44993.0,105297.0,9.0,10526842.0,44268.0,0.0,0.0,70.0,0.0,0.0,0,32992239.0,64.745,51.4088,-0.0253,0,0,0,0,0,0,0,0,0,0,17.31178294026315
22_23,Non inpatient,978.0,2258.0,0.0,125546.0,0.0,0.0,0.0,10.0,0.0,0.0,0,132863.0,20.0,51.49742,-0.0528,0,0,0,0,0,0,0,0,0,0,11.79708132764545
22_23,Mental Health (including Specialist services),631.0,1457.0,0.0,151121.0,0.0,0.0,0.0,50.0,0.0,0.0,0,435851.0,100.0,51.4881,-0.113125,0,0,0,0,0,0,0,0,0,0,12.985058015163851
22_23,Community hospital (with inpatient beds),1785.0,4165.0,0.0,308718.0,2331.0,0.0,0.0,50.0,0.0,0.0,0,1248163.0,10.0,51.4643,-0.0119,0,0,0,0,0,0,0,0,0,0,14.037184229534349
22_23,Mental Health (including Specialist services),896.0,2069.0,0.0,166560.0,680.0,0.0,0.0,70.0,0.0,0.0,0,300057.0,100.0,51.474,-0.1168,0,0,0,0,0,0,0,0,0,0,12.611731068285192
22_23,Community hospital (with inpatient beds),1656.0,3907.0,0.0,452855.0,3349.0,0.0,0.0,70.0,0.0,0.0,0,1580692.0,10.0,51.42283333333334,-0.1242666666666666,0,0,0,0,0,0,0,0,0,0,14.273373916437892
22_23,Mental Health (including Specialist services),1218.0,2813.0,0.0,8726.0,0.0,0.0,0.0,90.0,0.0,0.0,0,323641.0,20.0,51.474575,-0.090125,0,0,0,0,0,0,0,0,0,0,12.687393245608527
22_23,Mental Health (including Specialist services),981.0,2266.0,0.0,87028.0,754.0,0.0,0.0,10.0,0.0,0.0,0,639105.0,100.0,51.49874615384616,-0.0930384615384615,0,0,0,0,0,0,0,0,0,0,13.367825603796463
22_23,Mental Health (including Specialist services),888.0,2051.0,0.0,107768.0,0.0,0.0,0.0,10.0,0.0,0.0,0,79185.0,20.0,51.4643,-0.0119,0,0,0,0,0,0,0,0,0,0,11.279554794500502
22_23,Mental Health (including Specialist services),1058.0,2445.0,0.0,79669.0,308.0,0.0,0.0,10.0,0.0,0.0,0,407822.0,100.0,51.331599999999995,-0.10655,0,0,0,0,0,0,0,0,0,0,12.918588535728235
22_23,Mental Health (including Specialist services),671.0,1551.0,0.0,124441.0,254.0,0.0,0.0,10.0,0.0,0.0,0,162110.0,100.0,51.4776,-0.0261,0,0,0,0,0,0,0,0,0,0,11.99603656476751
22_23,Other Reportable Site,6679.0,14594.0,0.0,177816.0,3091.0,0.0,0.0,35.0,0.0,0.0,0,11440133.0,67.82,51.4088,-0.0253,0,0,0,0,0,0,0,0,0,0,16.252638257134038
22_23,Mental Health (including Specialist services),1128.0,2607.0,0.0,146445.0,391.0,0.0,0.0,40.0,0.0,0.0,0,282281.0,20.0,51.474,-0.1168,0,0,0,0,0,0,0,0,0,0,12.550661850253334
22_23,Mental Health (including Specialist services),971.0,2243.0,0.0,0.0,516.0,0.0,0.0,70.0,0.0,0.0,0,333503.0,100.0,51.474,-0.1168,0,0,0,0,0,0,0,0,0,0,12.717410138268887
22_23,Non inpatient,573.0,1375.0,0.0,152648.0,305.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0,54.231975,-0.4602125,0,0,0,0,0,0,0,0,0,0,0.0
22_23,Non inpatient,6158.0,18228.0,0.0,827758.0,2263.0,0.0,0.0,0.0,0.0,0.0,0,7898382.0,72.84,53.7554,-0.4461666666666666,0,0,0,0,0,0,0,1,0,0,15.88216861294241
22_23,Non inpatient,601.0,1442.0,0.0,171233.0,83.0,0.0,0.0,0.0,0.0,0.0,0,1317935.0,75.0,53.893633333333334,-0.1523333333333333,0,0,0,0,0,0,0,0,0,0,14.09157743444374
22_23,Non inpatient,613.0,1630.0,0.0,146935.0,725.0,0.0,0.0,0.0,0.0,0.0,0,501183.0,100.0,53.7693,-0.2998,0,0,0,0,0,0,0,0,0,0,13.12472857811061
22_23,Mental Health (including Specialist services),3378.0,8783.0,0.0,985862.0,1660.0,0.0,0.0,0.0,0.0,0.0,0,32030.0,8.78,53.7446,-0.3353,0,0,0,0,0,0,0,0,0,0,10.374459462846412
22_23,Mental Health and Learning Disabilities,1463.0,4200.0,0.0,152723.0,261.0,0.0,0.0,0.0,0.0,0.0,0,2020751.0,96.9,53.7245,-0.4384,0,0,0,0,0,0,0,0,0,0,14.518980277327136
22_23,Non inpatient,1969.0,4724.0,0.0,838660.0,719.0,0.0,0.0,0.0,0.0,0.0,0,2663847.0,100.0,53.8011,-0.3714,0,0,0,0,0,0,0,0,0,0,14.795282251957543
22_23,Non inpatient,1769.0,4245.0,0.0,462540.0,440.0,0.0,0.0,0.0,0.0,0.0,0,3117023.0,65.8,53.9858884057971,-0.4160782608695652,0,0,0,0,0,0,0,0,0,0,14.952389258431092
22_23,Non inpatient,783.0,2304.0,0.0,175192.0,151.0,0.0,0.0,0.0,0.0,0.0,0,521516.0,100.0,53.7554,-0.4461666666666666,0,0,0,0,0,0,0,0,0,0,13.164497151165861
22_23,Learning Disabilities,693.0,1615.0,0.0,200284.0,2117.0,0.0,0.0,0.0,0.0,0.0,0,662647.0,20.0,53.893633333333334,-0.1523333333333333,0,0,0,0,0,0,0,0,0,0,13.403999208119709
22_23,Mental Health and Learning Disabilities,2002.0,4804.0,0.0,872891.0,1557.0,0.0,0.0,0.0,0.0,0.0,0,384965.0,13.34,53.8011,-0.3714,0,0,0,0,0,0,0,0,0,0,12.860910297681903
22_23,Mental Health (including Specialist services),1305.0,3254.0,0.0,344376.0,1264.0,0.0,0.0,25.0,0.0,0.0,0,1259371.0,20.0,53.7446,-0.3353,0,0,0,0,0,0,0,0,0,0,14.046123741980352
22_23,Mental Health (including Specialist services),1269.0,3145.0,0.0,253339.0,1276.0,0.0,0.0,30.0,0.0,0.0,0,791128.0,20.0,53.7495,-0.2726,0,0,0,0,0,0,0,0,0,0,13.581216318155834
22_23,Specialist hospital (acute only),6546.0,15929.0,0.0,1106319.0,3339.0,0.0,0.0,0.0,0.0,0.0,0,3569744.0,14.5,53.7554,-0.4461666666666666,0,0,0,0,0,0,0,0,0,0,15.08800472263325
22_23,Non inpatient,1146.0,2786.0,0.0,283015.0,835.0,0.0,0.0,10.0,0.0,0.0,0,1427519.0,88.0,53.716016,-0.095592,0,0,0,0,0,0,0,0,0,0,14.171449230922036
22_23,Mental Health (including Specialist services),1159.0,2478.0,0.0,422064.0,1407.0,0.0,0.0,25.0,0.0,0.0,0,428782.0,20.0,53.7693,-0.2998,0,0,0,0,0,0,0,0,0,0,12.968706242430438
22_23,Non inpatient,1320.0,3034.0,0.0,137521.0,1049.0,0.0,0.0,0.0,0.0,0.0,0,1231933.0,20.0,53.86292631578947,-0.4301842105263158,0,0,0,0,0,0,0,0,0,0,14.02409585021203
22_23,Mental Health (including Specialist services),1634.0,4041.0,0.0,739201.0,1484.0,0.0,0.0,50.0,0.0,0.0,0,1121179.0,20.0,53.7849,-0.4383666666666666,0,0,0,0,0,0,0,0,0,0,13.929892260082989
22_23,Non inpatient,596.0,1511.0,0.0,74737.0,195.0,0.0,0.0,0.0,0.0,0.0,0,446595.0,40.0,53.7121625,-0.9026825,0,0,0,0,0,0,0,0,0,0,13.009409661787403
22_23,Mental Health (including Specialist services),2734.0,6431.0,0.0,599674.0,246.0,0.0,0.0,100.0,0.0,0.0,1,1497643.0,19.24,53.7446,-0.3353,0,0,0,0,0,0,0,0,0,0,14.219403764615752
22_23,Mental Health (including Specialist services),1586.0,3978.0,0.0,444317.0,2426.0,0.0,0.0,0.0,0.0,0.0,0,1110660.0,37.077,53.7554,-0.4461666666666666,0,0,0,0,0,0,0,0,0,0,13.920465891546929
22_23,Non inpatient,540.0,1350.0,0.0,59200.0,166.0,0.0,0.0,0.0,0.0,0.0,0,69122.0,5.222,53.7849,-0.4383666666666666,0,0,0,0,0,0,0,0,0,0,11.143642805313842
22_23,Non inpatient,944.0,1919.0,0.0,184090.0,405.0,0.0,0.0,0.0,0.0,0.0,0,1054251.0,70.0,53.91507,-0.77611,0,0,0,0,0,0,0,0,0,0,13.868342068690241
22_23,Non inpatient,912.0,2248.0,0.0,222866.0,231.0,0.0,0.0,0.0,0.0,0.0,0,1226703.0,40.0,53.7446,-0.3353,0,0,0,0,0,0,0,0,0,0,14.019841455796485
22_23,Non inpatient,686.0,1845.0,0.0,85608.0,362.0,0.0,0.0,0.0,0.0,0.0,0,1085021.0,70.0,53.7446,-0.3353,0,0,0,0,0,0,0,0,0,0,13.897110821248827
22_23,Non inpatient,682.0,1637.0,0.0,162711.0,96.0,0.0,0.0,0.0,0.0,0.0,0,853982.0,70.0,53.7446,-0.3353,0,0,0,0,0,0,0,0,0,0,13.657666566249388
22_23,Non inpatient,699.0,1678.0,0.0,233326.0,190.0,0.0,0.0,0.0,0.0,0.0,0,972529.0,100.0,54.093916666666665,-0.1808166666666666,0,0,0,0,0,0,0,0,0,0,13.787656202327987
22_23,Non inpatient,665.0,1597.0,0.0,228938.0,411.0,0.0,0.0,0.0,0.0,0.0,0,711737.0,10.0,53.86292631578947,-0.4301842105263158,0,0,0,0,0,0,0,0,0,0,13.475465145145678
22_23,Non inpatient,501.0,1201.0,0.0,99630.0,206.0,0.0,0.0,100.0,0.0,0.0,0,693999.0,100.0,54.093916666666665,-0.1808166666666666,0,0,0,0,0,0,0,0,0,0,13.450227239488942
22_23,Non inpatient,1212.0,2908.0,0.0,245675.0,173.0,0.0,0.0,0.0,0.0,0.0,0,27476.0,10.0,53.825199999999995,-0.64142,0,0,0,0,0,0,0,0,0,0,10.221104570071097
22_23,Other Reportable Site,5639.0,13839.0,0.0,544143.0,2755.0,0.0,0.0,0.0,0.0,0.0,0,3458237.0,64.708,53.7554,-0.4461666666666666,0,0,0,0,0,0,0,0,0,0,15.05626976876791
22_23,Non inpatient,524.0,1257.0,0.0,187605.0,275.0,0.0,0.0,0.0,0.0,0.0,0,163701.0,20.0,53.7603,-0.3758,0,0,0,0,0,0,0,0,0,0,12.005802980755577
22_23,Other inpatient,2777.0,7830.0,0.0,302760.0,529.0,0.0,0.0,0.0,0.0,0.0,0,672198.0,40.0,51.5241,-2.5661,0,0,0,0,0,0,0,0,0,0,13.418309706619551
22_23,General acute hospital,168919.0,678596.0,30.0,44166840.0,324575.0,6784765.0,0.0,64.0,0.0,2.0,0,24258404.0,20.19,51.509866666666674,-2.635366666666666,0,0,0,0,0,0,0,0,0,0,17.00427371323472
22_23,Other inpatient,601.0,1695.0,25.0,160333.0,5399.0,0.0,0.0,100.0,0.0,0.0,0,1514578.0,20.0,51.4345,-2.55525,0,0,0,0,0,0,0,0,0,0,14.230648070518862
22_23,Non inpatient,1592.0,4596.0,0.0,298236.0,1197.0,0.0,0.0,100.0,0.0,0.0,0,599350.0,20.0,51.49088571428571,-2.5036,0,0,0,0,0,0,0,0,0,0,13.303602682108034
22_23,Mixed service hospital,5549.0,15365.0,0.0,707092.0,7347.0,0.0,0.0,0.0,0.0,0.0,0,1235700.0,88.3,51.4528,-2.5083,0,0,0,0,0,0,0,0,0,0,14.027148978349866
22_23,Other Reportable Site,120.0,338.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,300000.0,40.0,51.49088571428571,-2.5036,0,0,0,0,0,0,0,0,0,0,12.611541086966115
22_23,Mental Health (including Specialist services),2993.0,7991.0,80.0,602997.0,1517.0,0.0,0.0,100.0,0.0,0.0,0,585020.0,40.0,51.39846153846153,-2.361469230769231,0,0,0,0,0,0,0,0,0,0,13.279403023005594
22_23,Non inpatient,3327.0,8386.0,0.0,277585.0,1000.0,0.0,0.0,100.0,0.0,0.0,0,1312394.0,100.0,51.39846153846153,-2.361469230769231,0,0,0,0,0,0,0,0,0,0,14.087364270247745
22_23,Non inpatient,1055.0,2797.0,0.0,144702.0,483.0,0.0,0.0,100.0,0.0,0.0,0,236029.0,70.0,51.4061,-2.5627,0,0,0,0,0,0,0,0,0,0,12.371714194572924
22_23,Non inpatient,747.0,1762.0,0.0,46306.0,680.0,0.0,0.0,75.0,0.0,0.0,0,686595.0,100.0,51.465599999999995,-2.599066666666667,0,0,0,0,0,0,0,0,0,0,13.439501334180427
22_23,Mental Health (including Specialist services),6075.0,15750.0,40.0,1471658.0,8415.0,0.0,0.0,5.0,0.0,0.0,0,3646819.0,38.41,51.509866666666674,-2.635366666666666,0,0,0,0,0,0,0,0,0,0,15.10936611293802
22_23,Mental Health and Learning Disabilities,14202.0,42996.0,0.0,3152749.0,9905.0,0.0,0.0,95.0,0.0,0.0,0,456628.0,12.7,51.49088571428571,-2.5036,0,0,0,0,0,0,0,0,0,0,13.031626523982567
22_23,Mental Health (including Specialist services),5211.0,13700.0,37.0,949319.0,5459.0,0.0,0.0,100.0,0.0,0.0,0,1807387.0,29.38,51.33485,-2.9787,0,0,0,0,0,0,0,0,0,0,14.407393267056479
22_23,Non inpatient,900.0,3002.0,0.0,0.0,200.0,0.0,0.0,5.0,0.0,0.0,0,176883.0,10.0,51.43066,-2.8366800000000003,0,0,0,0,0,0,0,0,0,0,12.08324942947735
22_23,Mental Health and Learning Disabilities,6653.0,16863.0,0.0,894547.0,4297.0,0.0,0.0,100.0,0.0,0.0,0,2974881.0,23.1,51.324556666666666,-1.9961633333333333,0,0,0,0,0,0,0,0,0,0,14.905714932309689
22_23,Mental Health (including Specialist services),2817.0,7145.0,10.0,1471658.0,4067.0,0.0,0.0,100.0,0.0,0.0,0,1316921.0,20.0,51.5892,-1.7194,0,0,0,0,0,0,0,0,0,0,14.09080775345899
22_23,Mental Health (including Specialist services),10097.0,26292.0,0.0,1295265.0,6932.0,0.0,0.0,100.0,0.0,0.0,0,3713918.0,26.92,51.094766666666665,-1.8667555555555555,0,0,0,0,0,0,0,0,0,0,15.127598211287008
22_23,Mental Health (including Specialist services),2867.0,7597.0,0.0,639499.0,3705.0,0.0,0.0,100.0,0.0,0.0,0,388667.0,10.0,51.5892,-1.7194,0,0,0,0,0,0,0,0,0,0,12.870480787750314
22_23,Non inpatient,815.0,1956.0,0.0,171910.0,318.0,0.0,0.0,5.0,0.0,0.0,0,74868.0,70.0,51.558,-1.7812,0,0,0,0,0,0,0,0,0,0,11.223495198650959
22_23,Mental Health (including Specialist services),824.0,1977.0,0.0,132368.0,405.0,0.0,0.0,85.0,0.0,0.0,0,3030.0,60.0,51.49088571428571,-2.5036,0,0,0,0,0,0,0,0,0,0,8.016647877057803
22_23,Non inpatient,485.0,1349.0,0.0,98611.0,874.0,0.0,0.0,75.0,0.0,0.0,0,231161.0,100.0,51.509866666666674,-2.635366666666666,0,0,0,0,0,0,0,0,0,0,12.350874042410206
22_23,Non inpatient,591.0,1579.0,0.0,59523.0,519.0,0.0,0.0,5.0,0.0,0.0,0,95421.0,90.0,51.462,-2.5519,0,0,0,0,0,0,0,0,0,0,11.466064438816906
22_23,Other Reportable Site,3108.0,7102.0,15.0,168853.0,245.0,0.0,0.0,10.0,0.0,0.0,0,594086.0,51.223,51.4810875,-2.071503125,0,0,0,0,0,0,0,0,0,0,13.294781052266348
22_23,General acute hospital,53043.0,149416.0,86.0,17307738.0,72051.0,0.0,0.0,75.0,0.0,9.0,1,5445563.0,95.484,51.3683,-0.1676,0,0,0,0,0,0,0,0,0,0,15.510311890252247
22_23,General acute hospital,40873.0,108013.0,58.0,21154414.0,72031.0,0.0,0.0,0.65,0.0,6.0,0,16522198.0,49.16799999999999,51.2788,-0.2763,0,0,0,0,0,0,0,0,0,0,16.620215428578717
22_23,General acute hospital,69287.0,205278.0,62.53,15880598.0,145619.0,17235149.0,0.0,78.29,0.0,6.0,0,60132855.0,44.625,51.1511,0.8908125,0,0,0,0,0,0,0,0,0,0,17.91206693897744
22_23,Non inpatient,6517.0,15813.0,10.0,1280549.0,8244.0,0.0,0.0,0.0,0.0,0.0,2,565750.0,6.0,51.129,1.2939,0,0,0,0,0,0,0,0,0,0,13.245909331059401
22_23,Non inpatient,3702.0,8950.0,50.0,804212.0,3012.0,0.0,0.0,0.0,0.0,0.0,0,2416947.0,70.768,51.08615,1.1757,0,0,0,0,0,0,0,0,0,0,14.698016145180292
22_23,General acute hospital,50902.0,147638.0,37.67,19125096.0,94215.0,0.0,0.0,80.72,0.0,7.0,1,45765646.0,41.824,51.385000000000005,1.3956,0,0,0,0,0,0,0,0,0,0,17.63904430214236
22_23,Specialist hospital (acute only),1534.0,3616.0,0.0,1406.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,60.0,51.129,1.2939,0,0,0,0,0,0,0,0,0,0,0.0
22_23,General acute hospital,57034.0,165655.0,29.29,14000392.0,109205.0,0.0,0.0,91.43,0.0,3.0,0,51000710.0,61.616,51.27405,1.06835,0,0,0,0,0,0,0,0,0,0,17.74735013176789
