site_code,site_name,post_code,trust_code,gross_internal_floor_area_m2,site_heated_volume_m3,not_functionally_suitable_occupied_floor_area_pct,gas_consumed_kwh,water_volume_including_borehole_m3,steam_consumed_kwh,hot_water_consumed_kwh,led_lighting_coverage_pct,oil_led_heating_sources_no,overheating_occurrences_triggering_a_risk_assessment_no,flood_occurrences_triggering_a_risk_assessment_no,total_backlog_cost_gbp,age_vulnerability_score,latitude,longitude,not_functionally_suitable_occupied_floor_area_pct_missing,gas_consumed_kwh_missing,water_volume_including_borehole_m3_missing,steam_consumed_kwh_missing,hot_water_consumed_kwh_missing,led_lighting_coverage_pct_missing,oil_led_heating_sources_no_missing,overheating_occurrences_triggering_a_risk_assessment_no_missing,gross_internal_floor_area_m2_missing,site_heated_volume_m3_missing,site_type_Community hospital (with inpatient beds),site_type_General acute hospital,site_type_Learning Disabilities,site_type_Mental Health (including Specialist services),site_type_Mental Health and Learning Disabilities,site_type_Mixed service hospital,site_type_Non inpatient,site_type_Other Reportable Site,site_type_Other inpatient,site_type_Specialist hospital (acute only),site_type_Support Facility,site_type_Unoccupied,year_2021_22,year_22_23,year_23_24,year_24_25
RJC46,ROYAL LEAMINGTON SPA HOSPITAL,CV34 6SR,RJC,10607.0,24394.0,0.0,1637201.0,43179.0,0.0,0.0,73.0,0.0,0.0,0,5272757.0,32.9,52.28345,-1.58235,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RJC60,STRATFORD HEALTHCARE,CV37 6NQ,RJC,614.0,1535.0,0.0,229673.0,1146.5,0.0,0.0,80.0,0.0,0.0,0,,10.0,52.17773703703704,-1.6896925925925923,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RJC66,THE ORCHARD CENTRE,CV21 3SR,RJC,1584.0,3963.0,0.0,229673.0,1146.5,0.0,0.0,70.0,0.0,0.0,2,,40.0,52.3811,-1.2754,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RJC89,ALCESTER PRIMARY CARE CENTRE,B49 6QR,RJC,553.0,1300.0,0.0,229673.0,1146.5,0.0,0.0,80.0,0.0,0.0,0,,0.0,52.224211764705885,-1.837441176470588,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RJC96,CAPE ROAD CLINIC,CV34 4JP,RJC,875.0,2190.0,0.0,229673.0,1146.5,0.0,0.0,60.0,0.0,0.0,0,,80.0,52.28345,-1.58235,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RJCORS,OTHER REPORTABLE SITES,CV34 5BW,RJC,15967.0,38320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,50.39999999999999,52.28345,-1.58235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
RJE01,THE ROYAL STOKE UNIVERSITY HOSPITAL,ST4 6QG,RJE,194988.0,357712.0,6839.0,65958531.0,261109.0,0.0,0.0,43.0,0.0,7.0,0,13857663.0,20.68,52.99088571428571,-2.1802,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RJE09,THE COUNTY HOSPITAL,ST16 3SA,RJE,46365.0,940.0,6206.0,14519404.0,73796.0,0.0,0.0,46.0,0.0,4.0,0,25165375.0,54.88999999999999,52.8052,-2.1164,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RJE67,GUY HILTON RESEARCH CENTRE (HARTSHILL SITE),ST4 7QB,RJE,3896.0,7040.0,2285.0,759876.0,8680.0,0.0,0.0,60.0,0.0,0.0,0,1435242.0,49.76,52.99088571428571,-2.1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RJEORS,OTHER REPORTABLE SITES,ST4 7LN,RJE,4058.0,9270.0,3829.0,778839.0,6463.0,0.0,0.0,12.0,0.0,0.0,0,0.0,41.230000000000004,52.99088571428571,-2.1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Z2Z2P,ROYAL INFIRMARY - ADMIN BUILDINGS,ST4 7LN,RJE,3148.0,6902.0,0.0,556401.0,443.0,0.0,0.0,65.0,0.0,0.0,0,59819.0,43.54,52.99088571428571,-2.1802,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
M5W6P,NEW BEACON HOUSE,DN17 1BS,RJL,1805.0,4873.0,0.0,229673.0,1146.5,0.0,0.0,40.0,0.0,0.0,0,,10.0,53.60302,-0.7389733333333334,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
O8G5T,GLOBAL HOUSE (NORTH LINCOLNSHIRE COLLEGE),DN17 1AJ,RJL,1145.0,3092.0,0.0,229673.0,1146.5,0.0,0.0,0.0,0.0,0.0,0,,20.0,53.60302,-0.7389733333333334,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RJL30,"DIANA, PRINCESS OF WALES HOSPITAL",DN33 2BA,RJL,78540.0,212058.0,0.0,36193275.0,93592.0,0.0,0.0,26.0,0.0,1.0,5,22609736.0,45.89999999999999,53.5367,-0.0911,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RJL31,GOOLE AND DISTRICT HOSPITAL,DN14 6RX,RJL,23530.0,63531.0,0.0,5212106.0,9625.0,0.0,0.0,100.0,0.0,1.0,4,11126462.0,40.0,53.7121625,-0.9026825,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RJL32,SCUNTHORPE GENERAL HOSPITAL,DN15 7BH,RJL,64434.0,173973.0,0.0,19129429.0,76090.0,0.0,0.0,19.0,0.0,2.0,4,41271556.0,50.7,53.63215789473684,-0.6457368421052632,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RJLORS,OTHER REPORTABLE SITES,DN33 2BA,RJL,429.0,1158.0,0.0,34258.0,225.0,0.0,0.0,15.0,0.0,0.0,0,0.0,48.327,53.5367,-0.0911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
T4D9E,IRONSTONE CENTRE,DN15 6HX,RJL,1005.0,2550.0,0.0,229673.0,1146.5,0.0,0.0,0.0,0.0,0.0,0,,10.0,53.63215789473684,-0.6457368421052632,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Y1P0E,BARNARD COURT,DN20 8JD,RJL,500.0,1269.0,0.0,229673.0,1146.5,0.0,0.0,0.0,0.0,0.0,0,,20.0,53.57123,-0.4929599999999999,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
B3Y7L,NEW ALDERLEY HOUSE,SK10 3GN,RJN,2293.0,5870.0,0.0,229673.0,1146.5,0.0,0.0,50.0,0.0,0.0,0,,10.0,53.2902,-2.14415,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RJN-51753,SILK HOUSE,SK10 3BL,RJN,912.0,2334.0,100.0,22387.0,214.0,0.0,0.0,100.0,0.0,0.0,0,,10.0,53.2902,-2.14415,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RJN63,CONGLETON WAR MEMORIAL HOSPITAL,CW12 3AR,RJN,2486.0,6378.0,0.0,776494.0,2357.0,0.0,0.0,75.0,0.0,0.0,0,3736782.0,80.45400000000001,53.17224166666667,-2.217375,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RJN68,KNUTSFORD & DISTRICT COMMUNITY HOSPITAL,WA16 0BT,RJN,1097.0,2808.0,0.0,288114.0,482.0,0.0,0.0,70.0,0.0,0.0,0,620217.0,96.792,53.3064125,-2.37901875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RJN71,MACCLESFIELD DISTRICT GENERAL HOSPITAL,SK10 3BL,RJN,37321.0,95541.0,16.0,10239104.0,54742.0,0.0,0.0,95.0,0.0,4.0,2,14721974.0,44.529,53.2902,-2.14415,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RJNORS,OTHER REPORTABLE SITES,SK10 3RL,RJN,3090.0,7910.0,0.0,94674.0,417.0,0.0,0.0,95.0,0.0,0.0,0,27875.0,32.0,53.2902,-2.14415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
RJR05,COUNTESS OF CHESTER HOSPITAL,CH2 1UL,RJR,65338.0,167265.0,0.0,26252235.0,96211.0,0.0,0.0,86.0,0.0,0.0,0,29909437.0,43.8,53.25357,-2.85961,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RJR-51623,1829 BUILDING,CH2 1UL,RJR,2228.0,5793.0,0.0,229673.0,1146.5,0.0,0.0,0.0,0.0,0.0,0,,100.0,53.25357,-2.85961,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RJR60,ELLESMERE PORT HOSPITAL,CH65 6SG,RJR,5893.0,15910.0,0.0,957450.0,4709.0,0.0,0.0,50.0,0.0,0.0,0,,58.0,53.2787,-2.9013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RJRA1,TARPORLEY WAR MEMORIAL HOSPITAL,CW6 0AP,RJR,904.0,2260.0,0.0,0.0,250.0,0.0,0.0,0.0,1.0,0.0,0,,74.2,53.15208571428572,-2.671352380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RJZ01,KINGS COLLEGE HOSPITAL,SE5 9RS,RJZ,181467.0,455485.0,0.0,103242503.0,206855.0,0.0,0.0,65.0,0.0,10.0,1,56906564.0,60.758,51.474575,-0.090125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RJZ10,KINGS @ QUEEN MARY'S HOSPITAL SIDCUP,DA14 6LT,RJZ,2225.0,5542.0,0.0,229673.0,1146.5,0.0,0.0,0.0,0.0,0.0,0,,10.0,51.42246666666667,0.1107,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RJZ30,PRINCESS ROYAL UNIVERSITY HOSPITAL,BR6 8ND,RJZ,68801.0,170936.0,0.0,1630741.0,86989.0,0.0,0.0,10.0,0.0,0.0,0,4332576.0,20.915,51.362210000000005,0.09043,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RJZ31,BECKENHAM BEACON,BR3 3QL,RJZ,2871.0,7349.0,0.0,229673.0,1146.5,0.0,0.0,0.0,0.0,0.0,0,,10.0,51.4088,-0.0253,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RJZ34,KINGS @ TESSA JOWELL HEALTH CENTRE,SE22 8QF,RJZ,1597.0,4127.0,0.0,229673.0,1146.5,0.0,0.0,0.0,0.0,0.0,0,,0.0,51.453633333333336,-0.0687666666666666,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RJZ70,ORPINGTON HOSPITAL,BR6 9JU,RJZ,13518.0,30822.0,0.0,2707273.0,36039.0,0.0,0.0,98.0,0.0,0.0,0,5573380.0,54.092,51.362210000000005,0.09043,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RJZ92,KINGS KIDNEY CARE @ SYDENHAM RENAL DIALYSIS UNIT,SE26 5BN,RJZ,723.0,1835.0,0.0,101909.0,5990.0,0.0,0.0,100.0,0.0,0.0,0,84626.0,10.0,51.422775,-0.0665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RJZ93,KINGS KIDNEY CARE @ BROMLEY SATELLITE DIALYSIS UNIT,BR1 1HX,RJZ,664.0,1734.0,0.0,0.0,5914.0,0.0,0.0,75.0,0.0,0.0,0,92029.0,10.0,51.4037,0.0305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RJZORS,OTHER REPORTABLE SITES,SE5 9RS,RJZ,2273.0,6592.0,0.0,79522.0,462.0,0.0,0.0,25.0,0.0,0.0,0,113591.0,32.416000000000004,51.474575,-0.090125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
RK5BC,KINGS MILL HOSPITAL,NG17 4JT,RK5,119383.0,310992.0,0.0,30864028.0,166648.0,0.0,0.0,3.0,0.0,0.0,0,,20.4,53.128366666666665,-1.2676833333333335,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RK5BL,MANSFIELD COMMUNITY,NG18 5QJ,RK5,3269.0,8173.0,0.0,229673.0,1146.5,0.0,0.0,0.0,0.0,0.0,0,,39.400000000000006,53.1333,-1.2,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RK5HP,NEWARK HOSPITAL,NG24 4DE,RK5,12682.0,29551.0,0.0,3600836.0,11199.0,0.0,0.0,2.0,0.0,0.0,0,,47.6,53.069,-0.7852571428571429,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A3C6M,UNIT 4 (BUSH PARK),PL6 7RG,RK9,3890.0,13350.0,23.0,230415.0,1015.0,0.0,0.0,0.0,0.0,0.0,0,161470.0,40.0,50.41898333333333,-4.113466666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A3F1L,ALEXANDRA WORKS,PL4 7DU,RK9,728.0,2394.0,0.0,229673.0,1146.5,0.0,0.0,100.0,0.0,0.0,0,,0.0,50.3715,-4.143,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A3K7K,RESIDENCES - PLYMBRIDGE,PL6 8AJ,RK9,3477.0,11036.0,0.0,0.0,5377.0,0.0,0.0,100.0,0.0,0.0,0,37861.0,10.0,50.41898333333333,-4.113466666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A8N8J,PENINSULA COLLEGE OF MEDICINE,PL6 8BU,RK9,2794.0,8276.0,0.0,98280.0,1691.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10.0,50.41898333333333,-4.113466666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
C7C1D,BIRCHAM HOUSE,PL6 5WR,RK9,791.0,2411.0,0.0,15473.0,337.0,0.0,0.0,0.0,0.0,0.0,0,0.0,20.0,50.41898333333333,-4.113466666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
H5R4Z,PENINSULA RADIOLOGY,PL6 5WR,RK9,1570.0,5268.0,0.0,186998.0,2190.0,0.0,0.0,0.0,0.0,0.0,0,66169.0,10.0,50.41898333333333,-4.113466666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
L0N3Y,UHP WAREHOUSE,PL6 7EZ,RK9,936.0,6421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10.0,50.41898333333333,-4.113466666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
M2H2H,NU BUILDING,PL6 5YE,RK9,2555.0,8588.0,0.0,0.0,946.0,0.0,0.0,100.0,0.0,0.0,0,0.0,70.0,50.41898333333333,-4.113466666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
P2G6V,RIVERFORD HOUSE,PL6 7PL,RK9,813.0,2675.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10.0,50.41898333333333,-4.113466666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RK901,MOUNT GOULD HOSPITAL,PL4 7QD,RK9,2809.0,9240.0,0.0,206859.0,1735.0,0.0,0.0,75.0,0.0,0.0,0,0.0,10.0,50.3715,-4.143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RK906,"CUMBERLAND CENTRE, DAMEREL CLOSE",PL1 4JZ,RK9,1039.0,3419.0,0.0,229673.0,1146.5,0.0,0.0,0.0,0.0,0.0,0,,40.0,50.37435000000001,-4.1642,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RK922,TAVISTOCK HOSPITAL,PL19 8LD,RK9,1693.0,5334.0,0.0,333993.0,1672.0,0.0,0.0,0.0,0.0,0.0,0,324948.0,100.0,50.571618181818174,-4.19130909090909,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RK925,SCOTT HOSPITAL,PL2 2PQ,RK9,985.0,3236.0,100.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0,85865.0,40.0,50.3715,-4.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RK935,SOUTH HAMS HOSPITAL,TQ7 1AT,RK9,1903.0,5980.0,0.0,548264.0,2538.0,0.0,0.0,0.0,0.0,0.0,0,620100.0,100.0,50.2787347826087,-3.7901217391304343,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RK950,DERRIFORD HOSPITAL,PL6 8DH,RK9,151972.0,461665.0,77.0,25400597.0,187418.0,0.0,0.0,60.0,0.0,0.0,0,81317276.0,40.949,50.41898333333333,-4.113466666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
RK953,ROYAL EYE INFIRMARY,PL4 6PL,RK9,4225.0,12948.0,0.0,229673.0,1146.5,0.0,0.0,100.0,0.0,0.0,0,,0.0,50.3715,-4.143,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RK959,MOUNT GOULD LOCAL CARE CENTRE,PL4 7PY,RK9,7637.0,25054.0,0.0,1419884.0,5596.0,0.0,0.0,35.0,0.0,0.0,0,,10.0,50.3715,-4.143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RK960,THE PLYMOUTH DIALYSIS UNIT,PL6 7FL,RK9,954.0,3224.0,100.0,0.0,23928.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10.0,50.41898333333333,-4.113466666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RK9ORS,OTHER REPORTABLE SITES,PL6 8DH,RK9,566.0,1867.0,0.0,60179.0,119.0,0.0,0.0,0.0,0.0,0.0,0,0.0,26.800000000000004,50.41898333333333,-4.113466666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
T5Q9D,UNIVERSITY HOSPITALS PLYMOUTH ESTOVER,PL6 7LX,RK9,9668.0,68883.0,0.0,184197.0,2570.0,0.0,0.0,100.0,0.0,0.0,0,0.0,70.0,50.41898333333333,-4.113466666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Z2K9J,DIGITAL AND INNOVATION,PL6 8BT,RK9,639.0,2103.0,0.0,229673.0,1146.5,0.0,0.0,100.0,0.0,0.0,0,,20.0,50.41898333333333,-4.113466666666667,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Z3H9N,BRIDGE HOUSE,PL6 7PL,RK9,813.0,2676.0,0.0,142212.0,23.0,0.0,0.0,100.0,0.0,0.0,0,0.0,10.0,50.41898333333333,-4.113466666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RKB01,UNIVERSITY HOSPITAL,CV2 2DX,RKB,147930.0,473293.0,0.0,99137805.0,348686.0,0.0,0.0,10.0,0.0,173.0,50,,10.294,52.424525,-1.459175,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RKB03,HOSPITAL OF ST CROSS,CV22 5PX,RKB,23834.0,66020.0,7575.0,8408987.0,100045.0,0.0,0.0,90.0,0.0,6.0,1,25568000.0,59.257,52.349,-1.2838,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RKB36,CITY OF COVENTRY NHS HEALTHCARE CENTRE,CV1 4FS,RKB,1530.0,4131.0,0.0,229673.0,1146.5,0.0,0.0,0.0,0.0,0.0,0,,10.0,52.4066,-1.5122,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RKB-51702,CLAY LANE HEALTH CENTRE,CV2 4LH,RKB,564.0,1522.0,0.0,229673.0,1146.5,0.0,0.0,0.0,0.0,0.0,0,,10.0,52.424525,-1.459175,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RKBORS,OTHER REPORTABLE SITES,CV2 2DX,RKB,2206.0,5956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,38.0,52.424525,-1.459175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A1O7X,HIGHGATE WING,N195JG,RKE,2318.0,6305.0,0.0,99600.0,5100.0,0.0,0.0,70.0,0.0,0.0,0,86500.0,100.0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
E5O1V,STUART CRESCENT HEALTH CENTRE,N22 5NJ,RKE,1448.0,1997.0,0.0,152600.0,1005.0,0.0,0.0,55.0,0.0,0.0,0,30400.0,60.0,51.6,-0.1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
M2H2T,GOODINGE HEALTH CENTRE,N7 9EW,RKE,1070.0,2069.0,0.0,113640.0,863.0,0.0,0.0,60.0,0.0,0.0,0,97000.0,80.0,51.5491,-0.1205142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RKE54-X,SIMMONS HOUSE,N10 3HU,RKE,1527.0,3665.0,0.0,8000.0,4727.0,0.0,0.0,100.0,0.0,0.0,0,,10.0,51.5905,-0.1421,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
RKEAN,ST. ANN'S HOSPITAL,N15 3TH,RKE,1900.0,5277.0,0.0,229673.0,1146.5,0.0,0.0,70.0,0.0,0.0,0,,90.0,51.584300000000006,-0.073,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
RKECE,WHITTINGTON HEALTH AT CROUCH END,N8 8PH,RKE,1347.0,3738.0,0.0,103200.0,590.0,0.0,0.0,90.0,0.0,0.0,0,,40.0,51.58336666666667,-0.1158333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RKEFC,FINSBURY HEALTH CENTRE,EC1R 0JH,RKE,506.0,1405.0,0.0,229673.0,1146.5,0.0,0.0,20.0,0.0,0.0,0,,100.0,51.5085,-0.1257,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RKEGR,BOUNDS GREEN HEALTH CENTRE,N11 2PA,RKE,709.0,1961.0,0.0,94000.0,532.0,0.0,0.0,45.0,0.0,0.0,0,126000.0,60.0,51.6165,-0.1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RKEHC,THE WHITTINGTON HOSPITAL AT HORNSEY CENTRAL,N8 8JD,RKE,1094.0,3038.0,0.0,229673.0,1146.5,0.0,0.0,75.0,0.0,0.0,0,,10.0,51.58336666666667,-0.1158333333333333,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RKEHG,WHITTINGTON HEALTH AT HIGHBURY GRANGE,N5 2QB,RKE,553.0,1536.0,0.0,96700.0,1230.0,0.0,0.0,45.0,0.0,0.0,0,,60.0,51.55,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RKEHL,HOLLOWAY COMMUNITY HEALTH CENTRE,N7 8GG,RKE,1849.0,5316.0,0.0,229673.0,1146.5,0.0,0.0,40.0,0.0,0.0,0,,10.0,51.5491,-0.1205142857142857,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RKEHR,WHITTINGTON HEALTH AT HORNSEY RISE,N19 3YU,RKE,730.0,2027.0,0.0,132000.0,424.0,0.0,0.0,50.0,0.0,0.0,0,78400.0,20.0,51.5649,-0.1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RKELL,LORDSHIP LANE PRIMARY CARE HEALTH CENTRE,N17 6AA,RKE,1064.0,2955.0,0.0,229673.0,1146.5,0.0,0.0,75.0,0.0,0.0,0,,10.0,51.59922,-0.07094,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RKENH,THE WHITTINGTON HOSPITAL AT NORTHERN HEALTH CENTRE,N7 6LB,RKE,3033.0,8425.0,0.0,143800.0,1315.0,0.0,0.0,65.0,0.0,0.0,0,60900.0,100.0,51.5491,-0.1205142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
RKEORS,OTHER REPORTABLE SITES,N19 5NF,RKE,2497.0,6936.0,0.0,268700.0,580.0,0.0,0.0,45.0,0.0,0.0,0,92300.0,37.0,51.5649,-0.1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
RKEQ4,THE WHITTINGTON HOSPITAL,N19 5NF,RKE,65084.0,160799.0,10.0,19564002.0,99405.0,0.0,0.0,85.0,0.0,0.0,2,7877648.0,65.5,51.5649,-0.1351,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RKETR,TYNEMOUTH ROAD MEDICAL PRACTICE,N15 4RH,RKE,2142.0,5950.0,0.0,127400.0,2127.0,0.0,0.0,95.0,0.0,0.0,0,43000.0,20.0,51.584300000000006,-0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
W6S6Z,RIVER PLACE HEALTH CENTRE,N1 2DE,RKE,1637.0,4547.0,0.0,180300.0,1197.0,0.0,0.0,100.0,0.0,0.0,0,57800.0,40.0,51.53669,-0.0944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
