site_code,site_name,post_code,trust_code,gross_internal_floor_area_m2,site_heated_volume_m3,not_functionally_suitable_occupied_floor_area_pct,gas_consumed_kwh,water_volume_including_borehole_m3,steam_consumed_kwh,hot_water_consumed_kwh,led_lighting_coverage_pct,oil_led_heating_sources_no,overheating_occurrences_triggering_a_risk_assessment_no,flood_occurrences_triggering_a_risk_assessment_no,total_backlog_cost_gbp,age_vulnerability_score,latitude,longitude,not_functionally_suitable_occupied_floor_area_pct_missing,gas_consumed_kwh_missing,water_volume_including_borehole_m3_missing,steam_consumed_kwh_missing,hot_water_consumed_kwh_missing,led_lighting_coverage_pct_missing,oil_led_heating_sources_no_missing,overheating_occurrences_triggering_a_risk_assessment_no_missing,gross_internal_floor_area_m2_missing,site_heated_volume_m3_missing,site_type_Community hospital (with inpatient beds),site_type_General acute hospital,site_type_Learning Disabilities,site_type_Mental Health (including Specialist services),site_type_Mental Health and Learning Disabilities,site_type_Mixed service hospital,site_type_Non inpatient,site_type_Other Reportable Site,site_type_Other inpatient,site_type_Specialist hospital (acute only),site_type_Support Facility,site_type_Unoccupied,year_2021_22,year_22_23,year_23_24,year_24_25
RRE2I,HAYWOOD HOSPITAL,ST6 7AG,RRE,17259.0,39207.0,4.69,4583747.0,13121.0,0.0,0.0,20.0,0.0,0.0,0,6686000.0,17.3,53.059133333333335,-2.1827166666666664,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RRE36,STAFFORD CENTRAL CLINIC,ST16 3AE,RRE,1139.0,3019.0,0.0,229673.0,0.0,0.0,0.0,25.0,0.0,0.0,0,0.0,70.0,52.8052,-2.1164,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRE3Z,HILL STREET HEALTH & WELLBEING CENTRE,DE15 9LD,RRE,570.0,1340.0,0.0,229673.0,140.0,0.0,0.0,25.0,0.0,0.0,0,0.0,10.0,52.8091,-1.59015,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRE4I,MERLIN HOUSE,B78 3HF,RRE,1161.0,2729.0,15.0,229673.0,1146.5,0.0,0.0,25.0,0.0,0.0,0,12391.0,20.0,52.60483333333334,-1.6935888888888888,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRE50,ST MICHAEL'S COURT,WS13 6EF,RRE,2645.0,6347.0,40.0,47981.0,701.0,0.0,0.0,20.0,0.0,0.0,0,1607000.0,100.0,52.6953,-1.8076555555555551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRE58,SIR ROBERT PEEL COMMUNITY HOSPITAL,B78  3NG,RRE,962.0,2309.0,10.0,229673.0,1146.5,0.0,0.0,25.0,0.0,0.0,0,0.0,40.0,52.60483333333334,-1.6935888888888888,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRE5S,SMALLTHORNE HEALTH CENTRE,ST6 1SA,RRE,526.0,1017.0,18.0,109973.0,228.0,0.0,0.0,80.0,0.0,0.0,0,220580.0,70.0,53.059133333333335,-2.1827166666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRE6I,BRANSTON HEALTH CENTRE,DE14 3EY,RRE,515.0,1241.0,0.0,229673.0,52.0,0.0,0.0,25.0,0.0,0.0,0,5000.0,10.0,52.7953,-1.6546500000000002,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRE76,CROSS STREET CLINIC,DE14 1EG,RRE,1124.0,733.0,50.0,287018.0,534.0,0.0,0.0,20.0,0.0,0.0,0,366000.0,65.2,52.7953,-1.6546500000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRE7B,BURSLEM HEALTH CENTRE,ST6 2AB,RRE,846.0,1512.0,25.0,152475.0,863.0,0.0,0.0,20.0,0.0,0.0,0,357500.0,70.0,53.059133333333335,-2.1827166666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRE8Z,LONGTON HOSPITAL,ST3 4QX,RRE,2959.0,7835.0,41.0,1066123.0,2074.0,0.0,0.0,20.0,0.0,1.0,0,899000.0,89.6,52.98330000000001,-2.1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRE9B,STOKE HEALTH CENTRE,ST4 7JB,RRE,766.0,1748.0,15.0,118909.0,573.0,0.0,0.0,20.0,0.0,0.0,0,197000.0,70.0,52.99088571428571,-2.1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRE9U,BLURTON HEALTH CENTRE,ST3 3BS,RRE,575.0,936.0,21.0,169027.0,717.0,0.0,0.0,20.0,0.0,0.0,0,143000.0,70.0,52.98330000000001,-2.1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RREA9,12 PARK ROAD CANNOCK (PARK HOUSE),WS11 1JN,RRE,1529.0,3670.0,12.0,284992.0,3811.0,0.0,0.0,20.0,0.0,0.0,0,35000.0,60.0,52.682460000000006,-2.02148,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
RREB8,BENTILEE NEIGHBOURHOOD CENTRE,ST2 0EU,RRE,1151.0,2704.0,0.0,229673.0,1146.5,0.0,0.0,25.0,0.0,0.0,0,0.0,10.0,53.033325,-2.141675,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RREBP,KIDSGROVE HEALTH CENTRE,ST7 4AY,RRE,505.0,1338.0,16.0,60972.0,236.0,0.0,0.0,80.0,0.0,0.0,0,39000.0,60.0,53.08970625,-2.2678125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRECB,MOORLANDS HOUSE,ST13 6HQ,RRE,651.0,1726.0,20.0,229673.0,1146.5,0.0,0.0,25.0,0.0,0.0,0,0.0,40.0,53.10931428571429,-1.9896,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRECI,LEEK MOORLANDS HOSPITAL,ST13 5BQ,RRE,4815.0,12750.0,28.0,1431080.0,3879.0,0.0,0.0,20.0,0.0,0.0,0,882900.0,76.6,53.10931428571429,-1.9896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRECO,CHEADLE HOSPITAL,ST10 1NS,RRE,5120.0,13978.0,25.0,1361197.0,917.0,0.0,0.0,20.0,0.0,0.0,0,2221867.0,40.0,52.994534615384616,-1.9419576923076924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRECS,BRADWELL HOSPITAL,ST5 7NJ,RRE,5305.0,3145.0,20.0,1107460.0,4277.0,0.0,0.0,20.0,0.0,0.0,0,5030898.0,40.0,53.00718,-2.253533333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRED5,HIGH STREET,DE14 1JS,RRE,734.0,1762.0,2.4,121018.0,636.0,0.0,0.0,20.0,0.0,0.0,0,195000.0,73.0,52.7953,-1.6546500000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
RREDD,MARKET DRAYTON DAY / NE SHROPS CMHT,TF9 3DQ,RRE,692.0,1661.0,75.0,104709.0,164.0,0.0,0.0,20.0,0.0,0.0,0,935000.0,100.0,52.85675853658537,-2.425558536585366,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
RREGI,"COMMUNITY SERVICES, ANGLESEY HOUSE",DE14 3NT,RRE,784.0,1889.0,25.0,229673.0,1146.5,0.0,0.0,25.0,0.0,0.0,0,0.0,60.0,52.7953,-1.6546500000000002,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RREGR,BRIDGNORTH MEDICAL PRACTICE,WV16 4EN,RRE,654.0,1568.0,0.0,229673.0,0.0,0.0,0.0,25.0,0.0,0.0,0,0.0,10.0,52.51170285714286,-2.4761057142857146,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
RREGS,HANFORD CLINIC,ST4 8EX,RRE,548.0,897.0,38.0,137616.0,283.0,0.0,0.0,20.0,0.0,0.0,0,203240.0,70.0,52.99088571428571,-2.1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RREGZ,LONGTON HEALTH CENTRE,ST3 1EQ,RRE,576.0,1073.0,25.0,116049.0,311.0,0.0,0.0,20.0,0.0,0.0,0,201000.0,70.0,52.98330000000001,-2.1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RREH3,WILNECOTE HEALTH CENTRE,B77 5LB,RRE,514.0,1113.0,29.0,174585.0,62.0,0.0,0.0,20.0,0.0,0.0,0,508000.0,40.0,52.6158,-1.666383333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RREHC,SEVERN FIELDS HEALTH VILLAGE,SY1 4RQ,RRE,2257.0,5415.0,10.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0,138000.0,10.0,52.71675,-2.7468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RREHG,HANLEY HEALTH CENTRE,ST1 2BN,RRE,1242.0,1991.0,16.0,261053.0,1332.0,0.0,0.0,20.0,0.0,1.0,0,304500.0,70.0,53.0249,-2.1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRELB,LEICESTER SEXUAL HEALTH (HAYMARKET CENTRE),LE1 3YT,RRE,1200.0,3276.0,0.0,1648.0,842.0,0.0,0.0,20.0,0.0,0.0,0,74000.0,60.0,52.6386,-1.1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RREORS,OTHER REPORTABLE SITES,ST16 3AG,RRE,19256.0,47524.0,21.47,1632849.0,12070.0,0.0,0.0,20.0,0.0,0.0,0,3340660.0,44.558,52.8052,-2.1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
RREPE,RISING BROOK HEALTH CENTRE,ST17 9LY,RRE,826.0,1940.0,50.0,74864.0,0.0,0.0,0.0,20.0,0.0,0.0,0,25000.0,70.0,52.77072,-2.0589199999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RREPG,SAMUEL JOHNSON HOSPITAL,WS13 6EF,RRE,729.0,1713.0,0.0,229673.0,1146.5,0.0,0.0,25.0,0.0,0.0,0,0.0,10.0,52.6953,-1.8076555555555551,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RREPP,NORTON CANES HEALTH CENTRE,WS11 9SE,RRE,806.0,2136.0,0.0,229673.0,594.0,0.0,0.0,25.0,0.0,0.0,0,0.0,10.0,52.682460000000006,-2.02148,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRERA,TRENTSIDE HEALTH CENTRE,ST15 0TT,RRE,645.0,1814.0,32.0,53170.0,0.0,0.0,0.0,20.0,0.0,0.0,0,265000.0,40.0,52.90192307692307,-2.122292307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRERG,SANDY LANE HEALTH CENTRE,WS15 2LB,RRE,650.0,1628.0,15.0,229673.0,394.0,0.0,0.0,25.0,0.0,0.0,0,0.0,10.0,52.7576625,-1.90304375,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRERS,REDWOODS CENTRE SHREWSBURY,SY3 8DS,RRE,10544.0,27278.0,1.32,4056675.0,11774.0,0.0,0.0,80.0,0.0,2.0,0,1735500.0,10.0,52.69885714285714,-2.7749142857142854,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
RREYA,HALL COURT (FULLER HOUSE & PART JORDAN HOUSE),TF3 4NF,RRE,1760.0,4898.0,10.0,264027.0,2048.0,0.0,0.0,20.0,0.0,0.0,0,254000.0,40.0,52.6766,-2.4493,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
S3R6R,LANCASTER BUILDING,ST5 1RH,RRE,1031.0,2485.0,0.0,92147.0,0.0,0.0,0.0,20.0,0.0,0.0,0,0.0,100.0,53.00718,-2.253533333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
V0G9S,CANNOCK CHASE CIVIC CENTRE,WS11 1BG,RRE,623.0,1652.0,20.0,229673.0,1146.5,0.0,0.0,25.0,0.0,0.0,0,0.0,60.0,52.682460000000006,-2.02148,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Z8X0G,RYECROFT PRIMARY CARE CENTRE,ST5 2BQ,RRE,702.0,1157.0,14.0,88922.0,1002.0,0.0,0.0,80.0,0.0,0.0,0,211249.0,70.0,53.00718,-2.253533333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRF01,LEIGH INFIRMARY,WN7  1HS,RRF,28108.0,66860.0,24.41,9316569.0,26674.0,0.0,0.0,20.0,0.0,234.0,0,12967987.0,64.566,53.4931,-2.5175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
RRF02,ROYAL ALBERT EDWARD INFIRMARY,WN1  2NN,RRF,52259.0,133808.0,3.06,13643125.0,33463.0,0.0,0.0,100.0,0.0,690.0,0,16900338.0,44.175,53.54315,-2.6226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RRF03,MEDICENTRE - ASHTON-IN-MAKERFIELD,WN4 9AZ,RRF,503.0,1297.0,0.0,229673.0,1146.5,0.0,0.0,25.0,0.0,46.0,0,,0.0,53.4907,-2.6574,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRF12,PLATT BRIDGE CLINIC,WN2  5AH,RRF,1422.0,3663.0,0.0,229673.0,1146.5,0.0,0.0,25.0,0.0,46.0,0,,10.0,53.54412857142857,-2.589871428571428,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRF23,ASHTON CLINIC,WN4  8LB,RRF,635.0,0.0,0.0,76068.0,36.0,0.0,0.0,0.0,0.0,46.0,0,37386.0,70.0,53.4907,-2.6574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
RRF24,TYLDESLEY CLINIC,M29  8AX,RRF,936.0,2412.0,0.0,127892.0,156.0,0.0,0.0,0.0,0.0,46.0,0,0.0,70.0,53.5139,-2.4675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRF26,HINDLEY HEALTH CENTRE,WN2  3HQ,RRF,908.0,2339.0,0.0,140372.0,405.0,0.0,0.0,20.0,0.0,46.0,0,151048.0,80.0,53.54412857142857,-2.589871428571428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRF31,LONGSHOOT HEALTH CENTRE,WN1  3NH,RRF,816.0,2101.0,0.0,0.0,451.0,0.0,0.0,0.0,0.0,46.0,0,296808.0,70.0,53.54315,-2.6226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRF32,GOLBOURNE CLINIC,WA3  3EG,RRF,760.0,1958.0,0.0,92453.0,217.0,0.0,0.0,50.0,0.0,46.0,0,91387.0,20.0,53.45247272727273,-2.5457272727272726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRF33,PEMBERTON CLINIC,WN5  9QX,RRF,648.0,1669.0,0.0,229673.0,1146.5,0.0,0.0,25.0,0.0,46.0,0,,10.0,53.497899999999994,-2.7081,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRF-51574,"SSDU (UNIT 10, CRANFIELD ROAD)",BL6 4SB,RRF,1383.0,3563.0,0.0,229673.0,1146.5,0.0,0.0,25.0,0.0,46.0,0,,10.0,53.608,-2.5757,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRF53,WRIGHTINGTON HOSPITAL,WN6  9EP,RRF,28504.0,68187.0,62.18,9780706.0,26957.0,0.0,0.0,5.0,0.0,157.0,0,5710532.0,67.919,53.57782,-2.6936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
RRF54,THOMAS LINACRE OUTPATIENT CENTRE,WN1 1RU,RRF,4587.0,11814.0,0.0,1268508.0,3112.0,0.0,0.0,100.0,0.0,690.0,0,247820.0,10.0,53.54315,-2.6226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRF55,"BUCKINGHAM ROW, BRICK KILN LANE",WN1  1XX,RRF,2307.0,5942.0,0.0,287800.0,821.0,0.0,0.0,100.0,0.0,46.0,0,785237.0,10.0,53.54315,-2.6226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRF57,MARTLAND POINT,WN5 0LU,RRF,951.0,2448.0,0.0,229673.0,1146.5,0.0,0.0,25.0,0.0,46.0,0,22242.0,10.0,53.497899999999994,-2.7081,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRF63,CHANDLER HOUSE (WORSLEY MESNES HEALTH CENTRE),WN3 5HL,RRF,731.0,1884.0,0.0,93195.0,53.0,0.0,0.0,0.0,0.0,46.0,0,0.0,10.0,53.5333,-2.6167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRF70,BOSTON HOUSE (WIGAN HEALTH CENTRE),WN6 7LB,RRF,2508.0,6459.0,0.0,24665.0,6038.0,0.0,0.0,0.0,0.0,46.0,0,0.0,10.0,53.57782,-2.6936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRF91,CLAIRE HOUSE (LOWER INCE HEALTH CENTRE),WN3 4NW,RRF,827.0,2130.0,0.0,84148.0,1126.0,0.0,0.0,0.0,0.0,46.0,0,0.0,10.0,53.5333,-2.6167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRF92,LEIGH HEALTH CENTRE,WN7 1HR,RRF,1930.0,4970.0,0.0,229673.0,1146.5,0.0,0.0,25.0,0.0,46.0,0,,10.0,53.4931,-2.5175,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRFORS,OTHER REPORTABLE SITES,WN1 2NN,RRF,2611.0,5376.0,20.07,229673.0,1849.0,0.0,0.0,0.0,0.0,368.0,0,434803.0,57.233000000000004,53.54315,-2.6226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
RRJ05,THE ROYAL ORTHOPAEDIC HOSPITAL,B31  2AP,RRJ,25447.0,58039.0,16.0,8410259.0,21465.0,0.0,0.0,20.0,0.0,6.0,0,6438000.0,50.745000000000005,52.40835,-1.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
I3R6J,SMITHS WOOD MEDICAL CENTRE,B36 0UA,RRK,592.0,1776.0,0.0,229673.0,1146.5,0.0,0.0,25.0,0.0,0.0,0,,0.0,52.5019,-1.7826,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRK15,QUEEN ELIZABETH HOSPITAL BIRMINGHAM,B15  2TH,RRK,243662.0,712548.0,3.0,63784532.0,147502.0,0.0,0.0,12.0,0.0,0.0,0,73046205.0,23.4,52.4623,-1.9212,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RRK45,WHITTALL STREET CLINIC,B4 6DH,RRK,1120.0,3360.0,0.0,332142.0,0.0,0.0,0.0,10.0,0.0,0.0,0,0.0,60.0,52.4814,-1.8998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRK-51526,YARDLEY GREEN HOSPITAL,B9 5PX,RRK,11415.0,12422.0,0.0,5318515.0,18647.0,0.0,0.0,10.0,0.0,0.0,0,2163933.0,44.416,52.4783,-1.8506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRK-51527,5-6 ELLIOT ROAD (WAREHOUSE),B29 6LA,RRK,1845.0,5535.0,0.0,185682.0,235.0,0.0,0.0,90.0,0.0,0.0,0,,40.0,52.4393,-1.9402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRK-51528,32-34 MELCHETT ROAD (WAREHOUSE & PHARMACY),B30 3HD,RRK,3430.0,10290.0,0.0,796086.0,32.0,0.0,0.0,20.0,0.0,0.0,0,,20.0,52.4167,-1.9167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRK-51529,NEQAS,B15 2SQ,RRK,3932.0,9830.0,0.0,229673.0,1146.5,0.0,0.0,25.0,0.0,0.0,0,,60.0,52.4623,-1.9212,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRK-51530,63 MELCHETT ROAD,B30 3HP,RRK,1173.0,2933.0,0.0,188605.0,374.0,0.0,0.0,20.0,0.0,0.0,0,,60.0,52.4167,-1.9167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRK-51531,FRIARS GATE,B90 4BN,RRK,682.0,1705.0,0.0,229673.0,1146.5,0.0,0.0,25.0,0.0,0.0,0,,40.0,52.4107,-1.8195,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRK-51532,"PRINT ROOM, RADDLEBARN ROAD",B29 6JB,RRK,562.0,1686.0,0.0,185500.0,81.0,0.0,0.0,20.0,0.0,0.0,0,,70.0,52.4393,-1.9402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRK-51533,REGENT COURT,B15 1NU,RRK,2625.0,7875.0,0.0,510625.0,2584.0,0.0,0.0,25.0,0.0,0.0,0,1150925.0,60.0,52.4623,-1.9212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRK-51534,YARDLEY COURT,B15 1JD,RRK,1813.0,5439.0,0.0,255124.0,1239.0,0.0,0.0,25.0,0.0,0.0,0,902533.0,60.0,52.4623,-1.9212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRK71,SMETHWICK DIALYSIS UNIT - SKDU,B66 2NN,RRK,3252.0,11382.0,0.0,357849.0,9697.0,0.0,0.0,20.0,0.0,0.0,0,,40.0,52.497,-1.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRK76,CHELMSLEY WOOD,B37 5BU,RRK,1528.0,4584.0,0.0,229673.0,1146.5,0.0,0.0,25.0,0.0,0.0,0,,10.0,52.4685,-1.7482,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRK94,THE NORMAN POWER CENTRE,B16 8JJ,RRK,1887.0,5095.0,0.0,229673.0,1146.5,0.0,0.0,25.0,0.0,0.0,0,,20.0,52.4768,-1.9341,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RRK97,HEARTLANDS HOSPITAL,B9 5SS,RRK,95026.0,269462.0,51.0,29880179.0,130098.0,0.0,0.0,20.0,0.0,0.0,0,61116369.0,46.267,52.4783,-1.8506,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RRK98,GOOD HOPE HOSPITAL,B75 7RR,RRK,65813.0,198648.0,39.0,14443895.0,40080.0,0.0,0.0,25.0,0.0,0.0,0,34939903.0,55.02600000000001,52.5879,-1.8128,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RRK99,SOLIHULL HOSPITAL,B91 2JL,RRK,40021.0,111498.0,75.24,21238655.0,31049.0,0.0,0.0,38.0,0.0,0.0,0,18320302.0,43.52400000000001,52.4143,-1.7809,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RRKC5,BIRMINGHAM CHEST CLINIC,B3 3HX,RRK,1125.0,3335.0,0.0,229673.0,1146.5,0.0,0.0,25.0,0.0,0.0,0,,100.0,52.4814,-1.8998,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRKDC,CASTLE VALE DIALYSIS UNIT,B76 1BE,RRK,889.0,2667.0,0.0,11141.0,1.0,0.0,0.0,10.0,0.0,0.0,0,,60.0,52.54015,-1.7527166666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRKDF,RUNCORN ROAD DIALYSIS UNIT,B12 8RQ,RRK,1225.0,3637.0,0.0,27061.0,1.0,0.0,0.0,10.0,0.0,0.0,0,,40.0,52.4814,-1.8998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRKORS,OTHER REPORTABLE SITES,B15 2PR,RRK,3155.0,9465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,53.937,52.4623,-1.9212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
U2R8Q,UHB WAREHOUSE (METEOR PARK),B7 5TE,RRK,5293.0,18527.0,0.0,290943.0,217.0,0.0,0.0,90.0,0.0,0.0,0,,10.0,52.4941,-1.8726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RRP01,EDGWARE COMMUNITY HOSPITAL,HA8  0AD,RRP,8939.0,19533.0,10.0,229673.0,1146.5,0.0,0.0,25.0,0.0,0.0,0,,60.0,51.60745,-0.2709,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
